,ratio,rndint,dataset,learning_rate,epoch,mape,r2
2321,0.6,936.0,Sobol2,0.001,481.0,0.1042,-0.0379
2322,0.6,390.0,Grid2401,0.001,107.0,0.1199,-0.0427
2323,0.6,968.0,Grid2401,0.001,105.0,0.12,-0.0438
2324,0.6,48.0,Sobol1,0.001,421.0,0.1021,-0.0464
2325,0.6,986.0,Sobol1,0.001,371.0,0.1024,-0.033
2326,0.6,633.0,Sobol1,0.001,579.0,0.102,-0.0442
2327,0.6,48.0,Sobol2,0.001,433.0,0.1046,-0.0272
2328,0.6,996.0,Sobol1,0.001,357.0,0.1,0.0159
2329,0.6,759.0,Grid2401,0.001,106.0,0.1244,-0.0889
2330,0.6,510.0,Sobol1,0.001,263.0,0.0992,0.0118
2331,0.6,78.0,Grid2401,0.001,116.0,0.1184,-0.0352
2332,0.6,854.0,Sobol2,0.001,704.0,0.1057,-0.0635
2333,0.6,294.0,Grid1296,0.001,177.0,0.1102,-0.0207
2334,0.6,554.0,Sobol2,0.001,998.0,0.1048,-0.0557
2335,0.6,725.0,Grid1296,0.001,234.0,0.1082,-0.0236
2336,0.6,582.0,Grid1296,0.001,248.0,0.1058,0.0354
2337,0.6,582.0,Sobol1,0.001,291.0,0.1016,-0.0262
2338,0.6,731.0,Grid2401,0.001,108.0,0.1216,-0.0676
2339,0.6,791.0,Grid1296,0.001,203.0,0.1099,-0.0359
2340,0.6,35.0,Grid2401,0.001,113.0,0.1142,0.0361
2341,0.6,633.0,Grid2401,0.001,137.0,0.1225,-0.0826
2342,0.6,249.0,Sobol1,0.001,603.0,0.1019,-0.0195
2343,0.6,731.0,Sobol2,0.001,509.0,0.1047,-0.0457
2344,0.6,928.0,Grid1296,0.001,211.0,0.1081,-0.0058
2345,0.6,294.0,Grid2401,0.001,179.0,0.1244,-0.1412
2346,0.6,593.0,Grid1296,0.001,204.0,0.1082,0.0021
2347,0.6,78.0,Sobol2,0.001,595.0,0.1038,-0.0441
2348,0.6,582.0,Grid2401,0.001,131.0,0.1196,-0.0991
2349,0.6,294.0,Sobol2,0.001,994.0,0.1048,-0.0399
2350,0.6,791.0,Sobol1,0.001,287.0,0.102,-0.0296
2351,0.6,180.0,Grid1296,0.001,368.0,0.1081,-0.0217
2352,0.6,928.0,Sobol1,0.001,333.0,0.1,-0.012
2353,0.6,633.0,Sobol2,0.001,536.0,0.1039,-0.0273
2354,0.6,582.0,Sobol2,0.001,488.0,0.1035,-0.0311
2355,0.6,593.0,Grid2401,0.001,101.0,0.1168,0.0052
2356,0.6,562.0,Sobol1,0.001,346.0,0.1026,-0.0113
2357,0.6,562.0,Grid2401,0.001,227.0,0.1187,-0.0394
2358,0.6,593.0,Sobol1,0.001,323.0,0.1021,-0.0337
2359,0.6,78.0,Grid1296,0.001,761.0,0.1096,-0.0416
2360,0.6,222.0,Grid1296,0.001,244.0,0.1073,0.0157
2361,0.6,222.0,Grid2401,0.001,142.0,0.119,-0.0672
2362,0.6,562.0,Sobol2,0.001,472.0,0.1036,-0.056
2363,0.6,35.0,Sobol2,0.001,214.0,0.1028,0.011
2364,0.6,725.0,Sobol1,0.001,961.0,0.1033,-0.0574
2365,0.6,222.0,Sobol2,0.001,520.0,0.102,-0.025
2366,0.6,731.0,Sobol1,0.001,192.0,0.1012,0.0128
2367,0.6,249.0,Grid1296,0.001,196.0,0.1058,0.0446
2368,0.6,35.0,Grid1296,0.001,209.0,0.1071,0.0039
2369,0.6,249.0,Sobol2,0.001,264.0,0.105,-0.0474
2370,0.6,928.0,Grid2401,0.001,220.0,0.1197,-0.1046
2371,0.6,725.0,Sobol2,0.001,296.0,0.1028,-0.0195
2372,0.6,35.0,Sobol1,0.001,434.0,0.1021,-0.037
2373,0.6,791.0,Sobol2,0.001,532.0,0.103,-0.0238
2374,0.6,854.0,Grid1296,0.001,173.0,0.1083,0.011
2375,0.6,510.0,Sobol2,0.001,865.0,0.106,-0.0824
2376,0.6,930.0,Sobol2,0.001,497.0,0.1048,-0.0632
2377,0.6,634.0,Sobol1,0.001,299.0,0.0999,0.0001
2378,0.6,180.0,Grid2401,0.001,129.0,0.1215,-0.0832
2379,0.6,854.0,Grid2401,0.001,173.0,0.1212,-0.0702
2380,0.6,554.0,Grid1296,0.001,199.0,0.109,-0.0342
2381,0.6,854.0,Sobol1,0.001,966.0,0.1022,-0.0276
2382,0.6,554.0,Sobol1,0.001,393.0,0.1023,-0.0407
2383,0.6,554.0,Grid2401,0.001,127.0,0.116,-0.0252
2384,0.6,562.0,Grid1296,0.001,301.0,0.1061,0.0296
2385,0.6,180.0,Sobol1,0.001,952.0,0.1018,-0.0511
2386,0.6,634.0,Sobol2,0.001,369.0,0.105,-0.0351
2387,0.6,78.0,Sobol1,0.001,386.0,0.1002,-0.0126
2388,0.6,180.0,Sobol2,0.001,233.0,0.1034,-0.0138
2389,0.6,222.0,Sobol1,0.001,243.0,0.1006,-0.0122
2390,0.6,294.0,Sobol1,0.001,232.0,0.101,-0.0054
2391,0.6,725.0,Grid2401,0.001,161.0,0.1226,-0.1118
2392,0.6,510.0,Grid1296,0.001,262.0,0.1078,-0.0173
2393,0.6,731.0,Grid1296,0.001,214.0,0.1098,-0.041
2394,0.6,249.0,Grid2401,0.001,208.0,0.1204,-0.0907
2395,0.6,791.0,Grid2401,0.001,102.0,0.1231,-0.0804
2396,0.6,593.0,Sobol2,0.001,572.0,0.1036,-0.0496
2397,0.6,510.0,Grid2401,0.001,110.0,0.123,-0.0944
2398,0.6,634.0,Grid1296,0.001,324.0,0.1083,-0.0203
2399,0.6,634.0,Grid2401,0.001,210.0,0.1177,-0.0523
2400,0.65,985.0,Sobol2,0.001,754.0,0.1011,-0.0828
2401,0.65,147.0,Sobol1,0.001,382.0,0.1033,-0.0244
2402,0.65,147.0,Sobol2,0.001,543.0,0.1,-0.0274
2403,0.65,877.0,Grid1296,0.001,273.0,0.107,0.0012
2404,0.65,721.0,Grid1296,0.001,173.0,0.108,-0.0144
2405,0.65,561.0,Grid1296,0.001,195.0,0.1061,0.0372
2406,0.65,171.0,Sobol2,0.001,477.0,0.1012,-0.0568
2407,0.65,561.0,Sobol1,0.001,341.0,0.1018,-0.0095
2408,0.65,561.0,Sobol2,0.001,340.0,0.1009,-0.0615
2409,0.65,237.0,Grid2401,0.001,108.0,0.1194,-0.0241
2410,0.65,16.0,Sobol1,0.001,297.0,0.1015,-0.008
2411,0.65,588.0,Grid1296,0.001,180.0,0.1044,0.049
2412,0.65,951.0,Grid1296,0.001,237.0,0.1084,-0.0133
2413,0.65,490.0,Sobol2,0.001,444.0,0.1012,-0.0495
2414,0.65,877.0,Grid2401,0.001,100.0,0.1172,-0.0121
2415,0.65,877.0,Sobol1,0.001,294.0,0.1041,-0.0223
2416,0.65,721.0,Sobol1,0.001,229.0,0.1016,0.0188
2417,0.65,16.0,Sobol2,0.001,508.0,0.1012,-0.0581
2418,0.65,147.0,Grid2401,0.001,137.0,0.1222,-0.0949
2419,0.65,985.0,Sobol1,0.001,305.0,0.1041,-0.0249
2420,0.65,561.0,Grid2401,0.001,143.0,0.1203,-0.0506
2421,0.65,237.0,Sobol2,0.001,918.0,0.1011,-0.0725
2422,0.65,588.0,Sobol1,0.001,456.0,0.1021,-0.0142
2423,0.65,75.0,Sobol1,0.001,394.0,0.1024,-0.0315
2424,0.65,951.0,Grid2401,0.001,154.0,0.1213,-0.0906
2425,0.65,669.0,Sobol1,0.001,517.0,0.1013,-0.0065
2426,0.65,395.0,Grid2401,0.001,141.0,0.1224,-0.119
2427,0.65,877.0,Sobol2,0.001,925.0,0.1007,-0.0476
2428,0.65,711.0,Grid1296,0.001,262.0,0.1065,0.0159
2429,0.65,678.0,Grid2401,0.001,114.0,0.1193,-0.0291
2430,0.65,147.0,Grid1296,0.001,206.0,0.1054,0.0337
2431,0.65,721.0,Sobol2,0.001,750.0,0.1004,-0.0681
2432,0.65,237.0,Grid1296,0.001,179.0,0.1092,-0.0105
2433,0.65,237.0,Sobol1,0.001,290.0,0.1022,0.003
2434,0.65,171.0,Grid1296,0.001,146.0,0.1086,0.0064
2435,0.65,588.0,Sobol2,0.001,706.0,0.1011,-0.084
2436,0.65,951.0,Sobol2,0.001,585.0,0.101,-0.0456
2437,0.65,297.0,Grid1296,0.001,652.0,0.1079,-0.0297
2438,0.65,297.0,Sobol1,0.001,254.0,0.1029,-0.0201
2439,0.65,297.0,Sobol2,0.001,999.0,0.1025,-0.052
2440,0.65,678.0,Sobol1,0.001,237.0,0.1015,0.0144
2441,0.65,490.0,Sobol1,0.001,485.0,0.1029,-0.0419
2442,0.65,395.0,Sobol2,0.001,847.0,0.1012,-0.0918
2443,0.65,721.0,Grid2401,0.001,142.0,0.1149,-0.0062
2444,0.65,711.0,Sobol1,0.001,348.0,0.1025,-0.0196
2445,0.65,678.0,Grid1296,0.001,380.0,0.1081,-0.016
2446,0.65,75.0,Sobol2,0.001,372.0,0.1019,-0.0514
2447,0.65,951.0,Sobol1,0.001,289.0,0.1032,0.0084
2448,0.65,490.0,Grid2401,0.001,98.0,0.1195,-0.0636
2449,0.65,395.0,Grid1296,0.001,295.0,0.1083,-0.0116
2450,0.65,297.0,Grid2401,0.001,142.0,0.1212,-0.1019
2451,0.65,711.0,Grid2401,0.001,133.0,0.1229,-0.1247
2452,0.65,678.0,Sobol2,0.001,735.0,0.1023,-0.0542
2453,0.65,588.0,Grid2401,0.001,150.0,0.1236,-0.1275
2454,0.65,490.0,Grid1296,0.001,705.0,0.1082,-0.0214
2455,0.65,395.0,Sobol1,0.001,372.0,0.1037,-0.0237
2456,0.65,985.0,Grid1296,0.001,293.0,0.1098,-0.0537
2457,0.65,530.0,Sobol1,0.001,237.0,0.1015,0.023
2458,0.65,171.0,Sobol1,0.001,313.0,0.1029,-0.0094
2459,0.65,75.0,Grid2401,0.001,102.0,0.1166,-0.0324
2460,0.65,985.0,Grid2401,0.001,111.0,0.119,-0.0513
2461,0.65,711.0,Sobol2,0.001,397.0,0.101,-0.048
2462,0.65,171.0,Grid2401,0.001,132.0,0.117,-0.0476
2463,0.65,759.0,Sobol1,0.001,396.0,0.1033,-0.0291
2464,0.65,999.0,Sobol1,0.001,266.0,0.1017,-0.0096
2465,0.65,794.0,Grid2401,0.001,145.0,0.1212,-0.095
2466,0.65,794.0,Sobol1,0.001,324.0,0.1041,-0.018
2467,0.65,936.0,Grid1296,0.001,203.0,0.1061,0.028
2468,0.65,996.0,Grid1296,0.001,178.0,0.1053,0.06
2469,0.65,930.0,Sobol1,0.001,700.0,0.104,-0.0343
2470,0.65,816.0,Grid1296,0.001,187.0,0.1065,0.0285
2471,0.65,48.0,Grid2401,0.001,140.0,0.1214,-0.0682
2472,0.65,816.0,Sobol2,0.001,945.0,0.0996,-0.0139
2473,0.65,48.0,Grid1296,0.001,213.0,0.1094,-0.0231
2474,0.65,996.0,Grid2401,0.001,154.0,0.123,-0.1119
2475,0.65,272.0,Grid1296,0.001,183.0,0.1079,0.0081
2476,0.65,75.0,Grid1296,0.001,241.0,0.1105,-0.0436
2477,0.65,794.0,Grid1296,0.001,176.0,0.1057,0.0468
2478,0.65,759.0,Sobol2,0.001,340.0,0.0994,-0.0266
2479,0.65,111.0,Sobol1,0.001,360.0,0.1011,0.0041
2480,0.65,936.0,Sobol2,0.001,883.0,0.1008,-0.0597
2481,0.65,111.0,Sobol2,0.001,327.0,0.101,-0.0264
2482,0.65,272.0,Sobol2,0.001,499.0,0.1018,-0.0767
2483,0.65,48.0,Sobol1,0.001,703.0,0.1036,-0.0374
2484,0.65,986.0,Grid2401,0.001,447.0,0.1199,-0.0977
2485,0.65,829.0,Grid1296,0.001,408.0,0.1068,0.0064
2486,0.65,272.0,Grid2401,0.001,99.0,0.1212,-0.0565
2487,0.65,16.0,Grid2401,0.001,178.0,0.121,-0.0994
2488,0.65,669.0,Grid1296,0.001,276.0,0.1073,0.0052
2489,0.65,854.0,Sobol1,0.001,405.0,0.1038,-0.0379
2490,0.65,530.0,Grid2401,0.001,139.0,0.115,0.0038
2491,0.65,999.0,Grid2401,0.001,150.0,0.1186,-0.0466
2492,0.65,999.0,Sobol2,0.001,528.0,0.1001,-0.0386
2493,0.65,936.0,Grid2401,0.001,105.0,0.1209,-0.0448
2494,0.65,390.0,Sobol2,0.001,399.0,0.0996,-0.0065
2495,0.65,936.0,Sobol1,0.001,326.0,0.1022,0.009
2496,0.65,633.0,Sobol1,0.001,718.0,0.1036,-0.0445
2497,0.65,111.0,Grid1296,0.001,198.0,0.1057,0.0421
2498,0.65,816.0,Sobol1,0.001,272.0,0.1026,0.0046
2499,0.65,968.0,Grid2401,0.001,177.0,0.1248,-0.1513
2500,0.65,968.0,Sobol1,0.001,329.0,0.1033,-0.0282
2501,0.65,986.0,Sobol1,0.001,245.0,0.1039,-0.0171
2502,0.65,829.0,Grid2401,0.001,133.0,0.1165,-0.0005
2503,0.65,272.0,Sobol1,0.001,305.0,0.1036,-0.0273
2504,0.65,996.0,Sobol2,0.001,967.0,0.1012,-0.0651
2505,0.65,16.0,Grid1296,0.001,806.0,0.1078,-0.0202
2506,0.65,48.0,Sobol2,0.001,341.0,0.1008,-0.0222
2507,0.65,986.0,Sobol2,0.001,274.0,0.1014,-0.0532
2508,0.65,829.0,Sobol2,0.001,500.0,0.1016,-0.0714
2509,0.65,669.0,Grid2401,0.001,146.0,0.1231,-0.1079
2510,0.65,996.0,Sobol1,0.001,310.0,0.1018,0.011
2511,0.65,759.0,Grid1296,0.001,194.0,0.1068,0.0183
2512,0.65,530.0,Grid1296,0.001,223.0,0.1082,0.0055
2513,0.65,669.0,Sobol2,0.001,781.0,0.1013,-0.0491
2514,0.65,633.0,Sobol2,0.001,291.0,0.1004,-0.0048
2515,0.65,999.0,Grid1296,0.001,157.0,0.1107,-0.0087
2516,0.65,530.0,Sobol2,0.001,744.0,0.1015,-0.0912
2517,0.65,928.0,Sobol1,0.001,292.0,0.1029,-0.0135
2518,0.65,794.0,Sobol2,0.001,332.0,0.0999,-0.0375
2519,0.65,111.0,Grid2401,0.001,145.0,0.1204,-0.0627
2520,0.65,390.0,Sobol1,0.001,345.0,0.105,-0.0381
2521,0.65,816.0,Grid2401,0.001,477.0,0.1249,-0.1657
2522,0.65,968.0,Grid1296,0.001,174.0,0.1057,0.0289
2523,0.65,968.0,Sobol2,0.001,341.0,0.0996,-0.0102
2524,0.65,986.0,Grid1296,0.001,247.0,0.1096,-0.0448
2525,0.65,829.0,Sobol1,0.001,430.0,0.1017,0.0062
2526,0.65,759.0,Grid2401,0.001,105.0,0.1221,-0.075
2527,0.65,930.0,Sobol2,0.001,893.0,0.1009,-0.0684
2528,0.65,390.0,Grid2401,0.001,117.0,0.1244,-0.1038
2529,0.65,510.0,Sobol1,0.001,235.0,0.0996,0.0521
2530,0.65,294.0,Grid2401,0.001,151.0,0.1224,-0.0905
2531,0.65,222.0,Sobol2,0.001,427.0,0.0994,-0.0353
2532,0.65,791.0,Sobol2,0.001,355.0,0.0988,-0.0075
2533,0.65,582.0,Sobol1,0.001,340.0,0.1025,-0.0084
2534,0.65,791.0,Grid2401,0.001,137.0,0.1195,-0.0721
2535,0.65,390.0,Grid1296,0.001,188.0,0.1077,-0.0009
2536,0.65,180.0,Sobol1,0.001,996.0,0.1051,-0.0282
2537,0.65,930.0,Grid2401,0.001,228.0,0.1191,-0.0698
2538,0.65,294.0,Sobol2,0.001,530.0,0.0997,-0.0545
2539,0.65,731.0,Grid2401,0.001,471.0,0.1234,-0.165
2540,0.65,791.0,Grid1296,0.001,185.0,0.1071,0.022
2541,0.65,928.0,Grid2401,0.001,141.0,0.1182,-0.068
2542,0.65,854.0,Grid2401,0.001,140.0,0.1197,-0.0358
2543,0.65,731.0,Sobol1,0.001,276.0,0.1029,0.0005
2544,0.65,180.0,Grid1296,0.001,195.0,0.108,-0.0086
2545,0.65,554.0,Grid2401,0.001,148.0,0.1195,-0.064
2546,0.65,582.0,Sobol2,0.001,978.0,0.0997,-0.0466
2547,0.65,249.0,Sobol2,0.001,462.0,0.1011,-0.0469
2548,0.65,554.0,Sobol1,0.001,302.0,0.1029,-0.0131
2549,0.65,593.0,Sobol1,0.001,252.0,0.1029,-0.0066
2550,0.65,554.0,Grid1296,0.001,215.0,0.1063,0.0134
2551,0.65,35.0,Sobol1,0.001,241.0,0.1009,0.0306
2552,0.65,928.0,Sobol2,0.001,976.0,0.1021,-0.0179
2553,0.65,35.0,Grid1296,0.001,217.0,0.1073,0.0252
2554,0.65,562.0,Sobol1,0.001,270.0,0.1043,-0.0214
2555,0.65,854.0,Sobol2,0.001,594.0,0.1015,-0.0713
2556,0.65,554.0,Sobol2,0.001,388.0,0.0999,-0.0376
2557,0.65,249.0,Sobol1,0.001,294.0,0.1024,-0.0144
2558,0.65,35.0,Sobol2,0.001,350.0,0.1011,-0.0354
2559,0.65,222.0,Sobol1,0.001,985.0,0.1024,-0.0058
2560,0.65,180.0,Sobol2,0.001,591.0,0.1005,-0.0491
2561,0.65,294.0,Sobol1,0.001,311.0,0.1018,-0.0048
2562,0.65,725.0,Grid2401,0.001,105.0,0.1169,-0.0188
2563,0.65,725.0,Sobol1,0.001,926.0,0.1038,-0.0526
2564,0.65,35.0,Grid2401,0.001,143.0,0.1189,-0.0481
2565,0.65,930.0,Grid1296,0.001,782.0,0.1078,-0.0144
2566,0.65,731.0,Grid1296,0.001,176.0,0.1078,0.009
2567,0.65,180.0,Grid2401,0.001,107.0,0.1263,-0.1143
2568,0.65,633.0,Grid2401,0.001,459.0,0.1275,-0.2128
2569,0.65,633.0,Grid1296,0.001,770.0,0.1074,-0.0077
2570,0.65,928.0,Grid1296,0.001,274.0,0.1079,-0.0058
2571,0.65,854.0,Grid1296,0.001,255.0,0.1082,-0.013
2572,0.65,562.0,Grid1296,0.001,165.0,0.1038,0.0867
2573,0.65,78.0,Sobol1,0.001,239.0,0.1016,-0.0034
2574,0.65,222.0,Grid2401,0.001,128.0,0.1192,-0.0443
2575,0.65,78.0,Grid1296,0.001,781.0,0.1093,-0.0417
2576,0.65,510.0,Grid2401,0.001,137.0,0.1255,-0.1411
2577,0.65,294.0,Grid1296,0.001,187.0,0.1116,-0.0503
2578,0.65,582.0,Grid2401,0.001,126.0,0.1187,-0.0178
2579,0.65,249.0,Grid2401,0.001,108.0,0.1192,-0.0391
2580,0.65,791.0,Sobol1,0.001,336.0,0.104,-0.0324
2581,0.65,562.0,Grid2401,0.001,137.0,0.116,-0.0093
2582,0.65,78.0,Grid2401,0.001,146.0,0.1231,-0.0916
2583,0.65,582.0,Grid1296,0.001,242.0,0.1075,-0.0073
2584,0.65,249.0,Grid1296,0.001,263.0,0.108,-0.0159
2585,0.65,222.0,Grid1296,0.001,191.0,0.109,-0.0205
2586,0.65,562.0,Sobol2,0.001,972.0,0.1023,-0.0738
2587,0.65,78.0,Sobol2,0.001,393.0,0.1005,-0.0373
2588,0.65,725.0,Grid1296,0.001,197.0,0.1064,0.0235
2589,0.65,725.0,Sobol2,0.001,572.0,0.0984,-0.0135
2590,0.65,731.0,Sobol2,0.001,533.0,0.1008,-0.0447
2591,0.65,510.0,Grid1296,0.001,267.0,0.1082,-0.0089
2592,0.65,593.0,Grid2401,0.001,104.0,0.1139,0.0189
2593,0.65,593.0,Grid1296,0.001,185.0,0.1073,0.0118
2594,0.65,634.0,Grid2401,0.001,137.0,0.123,-0.1146
2595,0.65,634.0,Sobol1,0.001,587.0,0.1027,-0.0188
2596,0.65,510.0,Sobol2,0.001,760.0,0.1023,-0.0854
2597,0.65,593.0,Sobol2,0.001,465.0,0.0989,-0.0408
2598,0.65,634.0,Grid1296,0.001,203.0,0.1033,0.0859
2599,0.65,634.0,Sobol2,0.001,562.0,0.1012,-0.0445
2600,0.7,678.0,Grid1296,0.001,148.0,0.1071,0.0121
2601,0.7,171.0,Sobol2,0.001,500.0,0.1063,-0.0559
2602,0.7,951.0,Grid2401,0.001,135.0,0.1169,-0.0308
2603,0.7,16.0,Sobol1,0.001,315.0,0.1045,-0.0202
2604,0.7,877.0,Grid1296,0.001,260.0,0.1071,-0.0126
2605,0.7,877.0,Sobol2,0.001,441.0,0.1037,-0.0135
2606,0.7,297.0,Sobol1,0.001,280.0,0.1043,-0.0104
2607,0.7,985.0,Grid2401,0.001,161.0,0.1241,-0.1108
2608,0.7,75.0,Sobol2,0.001,737.0,0.1073,-0.0538
2609,0.7,678.0,Grid2401,0.001,143.0,0.1152,-0.0113
2610,0.7,147.0,Sobol1,0.001,275.0,0.1033,-0.0062
2611,0.7,985.0,Sobol2,0.001,559.0,0.1066,-0.0579
2612,0.7,561.0,Grid1296,0.001,229.0,0.107,-0.0069
2613,0.7,711.0,Sobol2,0.001,318.0,0.1062,-0.0298
2614,0.7,16.0,Grid2401,0.001,141.0,0.1212,-0.1005
2615,0.7,588.0,Grid1296,0.001,287.0,0.1091,-0.0464
2616,0.7,951.0,Sobol1,0.001,257.0,0.1051,-0.0009
2617,0.7,490.0,Grid1296,0.001,245.0,0.1085,-0.0197
2618,0.7,395.0,Grid1296,0.001,248.0,0.1068,0.0069
2619,0.7,877.0,Grid2401,0.001,124.0,0.118,-0.0361
2620,0.7,721.0,Grid1296,0.001,266.0,0.1085,-0.0224
2621,0.7,171.0,Grid2401,0.001,108.0,0.1174,-0.0355
2622,0.7,147.0,Grid2401,0.001,210.0,0.1224,-0.1154
2623,0.7,75.0,Grid2401,0.001,113.0,0.1227,-0.1041
2624,0.7,237.0,Grid2401,0.001,221.0,0.1215,-0.1233
2625,0.7,669.0,Sobol1,0.001,282.0,0.1047,-0.0265
2626,0.7,951.0,Grid1296,0.001,226.0,0.1054,0.0322
2627,0.7,490.0,Sobol2,0.001,415.0,0.106,-0.0415
2628,0.7,395.0,Sobol2,0.001,515.0,0.1061,-0.0557
2629,0.7,297.0,Sobol2,0.001,410.0,0.1057,-0.0288
2630,0.7,721.0,Grid2401,0.001,103.0,0.116,-0.0203
2631,0.7,985.0,Sobol1,0.001,423.0,0.1052,-0.0155
2632,0.7,147.0,Grid1296,0.001,245.0,0.109,-0.0365
2633,0.7,721.0,Sobol1,0.001,184.0,0.1051,-0.0099
2634,0.7,75.0,Grid1296,0.001,179.0,0.1058,0.0433
2635,0.7,16.0,Grid1296,0.001,399.0,0.1072,-0.0165
2636,0.7,561.0,Sobol1,0.001,535.0,0.1049,-0.0159
2637,0.7,75.0,Sobol1,0.001,259.0,0.1052,-0.0354
2638,0.7,237.0,Grid1296,0.001,177.0,0.1104,-0.0367
2639,0.7,237.0,Sobol2,0.001,947.0,0.1061,-0.0482
2640,0.7,588.0,Sobol1,0.001,348.0,0.1056,-0.0287
2641,0.7,951.0,Sobol2,0.001,415.0,0.1053,-0.0413
2642,0.7,490.0,Sobol1,0.001,375.0,0.1057,-0.0389
2643,0.7,395.0,Grid2401,0.001,439.0,0.1228,-0.17
2644,0.7,721.0,Sobol2,0.001,420.0,0.106,-0.0581
2645,0.7,711.0,Sobol1,0.001,264.0,0.1016,0.0426
2646,0.7,985.0,Grid1296,0.001,174.0,0.1059,0.0091
2647,0.7,678.0,Sobol1,0.001,484.0,0.1036,0.0008
2648,0.7,147.0,Sobol2,0.001,380.0,0.1052,-0.0264
2649,0.7,561.0,Grid2401,0.001,161.0,0.1164,-0.0505
2650,0.7,561.0,Sobol2,0.001,402.0,0.106,-0.031
2651,0.7,237.0,Sobol1,0.001,449.0,0.1034,0.0169
2652,0.7,588.0,Grid2401,0.001,182.0,0.1187,-0.0383
2653,0.7,669.0,Grid1296,0.001,356.0,0.1064,0.0082
2654,0.7,588.0,Sobol2,0.001,929.0,0.1066,-0.0754
2655,0.7,490.0,Grid2401,0.001,162.0,0.1165,-0.0381
2656,0.7,877.0,Sobol1,0.001,403.0,0.1035,0.0166
2657,0.7,297.0,Grid2401,0.001,128.0,0.1234,-0.1096
2658,0.7,711.0,Grid2401,0.001,102.0,0.12,-0.0706
2659,0.7,171.0,Grid1296,0.001,204.0,0.1082,-0.0062
2660,0.7,678.0,Sobol2,0.001,552.0,0.1075,-0.0639
2661,0.7,395.0,Sobol1,0.001,392.0,0.1058,-0.0273
2662,0.7,297.0,Grid1296,0.001,274.0,0.108,-0.0262
2663,0.7,711.0,Grid1296,0.001,204.0,0.1084,-0.0094
2664,0.7,171.0,Sobol1,0.001,212.0,0.1062,-0.0336
2665,0.7,16.0,Sobol2,0.001,324.0,0.105,-0.02
2666,0.7,530.0,Grid2401,0.001,132.0,0.1202,-0.0709
2667,0.7,968.0,Grid1296,0.001,377.0,0.1075,-0.0284
2668,0.7,48.0,Grid1296,0.001,243.0,0.1086,-0.0323
2669,0.7,986.0,Grid2401,0.001,145.0,0.12,-0.0686
2670,0.7,829.0,Sobol2,0.001,453.0,0.1065,-0.0363
2671,0.7,390.0,Sobol1,0.001,391.0,0.1064,-0.0326
2672,0.7,999.0,Sobol1,0.001,443.0,0.1037,-0.0034
2673,0.7,759.0,Sobol2,0.001,462.0,0.1042,-0.0172
2674,0.7,794.0,Grid2401,0.001,261.0,0.1207,-0.1102
2675,0.7,794.0,Sobol1,0.001,965.0,0.1063,-0.0219
2676,0.7,936.0,Sobol1,0.001,397.0,0.1067,-0.0308
2677,0.7,936.0,Grid2401,0.001,92.0,0.1151,-0.0078
2678,0.7,930.0,Sobol1,0.001,265.0,0.1064,-0.0114
2679,0.7,111.0,Grid1296,0.001,196.0,0.1076,-0.0058
2680,0.7,968.0,Sobol2,0.001,313.0,0.1056,-0.0293
2681,0.7,829.0,Grid1296,0.001,173.0,0.1072,0.03
2682,0.7,272.0,Sobol1,0.001,300.0,0.1052,-0.0218
2683,0.7,633.0,Sobol1,0.001,591.0,0.1059,-0.0438
2684,0.7,968.0,Sobol1,0.001,256.0,0.1054,-0.0165
2685,0.7,816.0,Sobol2,0.001,281.0,0.1045,-0.0177
2686,0.7,986.0,Sobol1,0.001,412.0,0.1064,-0.0344
2687,0.7,996.0,Grid2401,0.001,128.0,0.1153,-0.0046
2688,0.7,390.0,Grid1296,0.001,356.0,0.108,-0.0224
2689,0.7,669.0,Grid2401,0.001,152.0,0.1184,-0.038
2690,0.7,530.0,Sobol1,0.001,905.0,0.1047,-0.0182
2691,0.7,272.0,Grid1296,0.001,200.0,0.108,-0.0075
2692,0.7,999.0,Grid1296,0.001,196.0,0.1074,-0.0007
2693,0.7,48.0,Sobol2,0.001,270.0,0.1063,-0.0241
2694,0.7,996.0,Sobol1,0.001,399.0,0.1038,0.0004
2695,0.7,930.0,Grid1296,0.001,265.0,0.1069,0.0087
2696,0.7,794.0,Grid1296,0.001,239.0,0.1062,0.0323
2697,0.7,936.0,Grid1296,0.001,329.0,0.1077,-0.0124
2698,0.7,111.0,Sobol1,0.001,288.0,0.1045,-0.0106
2699,0.7,111.0,Grid2401,0.001,148.0,0.1244,-0.1212
2700,0.7,829.0,Sobol1,0.001,319.0,0.1041,-0.0145
2701,0.7,272.0,Grid2401,0.001,122.0,0.1178,-0.0317
2702,0.7,111.0,Sobol2,0.001,387.0,0.1067,-0.033
2703,0.7,816.0,Sobol1,0.001,614.0,0.1051,-0.0131
2704,0.7,968.0,Grid2401,0.001,150.0,0.1182,-0.0598
2705,0.7,48.0,Sobol1,0.001,438.0,0.1056,-0.0268
2706,0.7,986.0,Sobol2,0.001,643.0,0.1066,-0.0543
2707,0.7,759.0,Grid1296,0.001,186.0,0.1068,0.0212
2708,0.7,669.0,Sobol2,0.001,405.0,0.106,-0.031
2709,0.7,759.0,Sobol1,0.001,324.0,0.1057,-0.0381
2710,0.7,633.0,Grid1296,0.001,235.0,0.1055,0.0326
2711,0.7,530.0,Grid1296,0.001,236.0,0.1073,0.0042
2712,0.7,999.0,Grid2401,0.001,180.0,0.1193,-0.067
