,ratio,rndint,dataset,learning_rate,epoch,mape,r2
1929,0.5,986.0,Grid1296,0.001,237.0,0.1066,0.0266
1930,0.5,986.0,Grid2401,0.001,140.0,0.1237,-0.1429
1931,0.5,272.0,Grid1296,0.001,199.0,0.1116,-0.0531
1932,0.5,390.0,Grid1296,0.001,276.0,0.1079,0.0211
1933,0.5,180.0,Grid1296,0.001,802.0,0.1107,-0.0528
1934,0.5,510.0,Grid1296,0.001,218.0,0.1084,0.0045
1935,0.5,390.0,Grid2401,0.001,222.0,0.1229,-0.0942
1936,0.5,928.0,Grid1296,0.001,357.0,0.1085,-0.0068
1937,0.5,928.0,Grid2401,0.001,103.0,0.1211,-0.0462
1938,0.5,554.0,Grid1296,0.001,267.0,0.1078,-0.0013
1939,0.5,854.0,Grid2401,0.001,107.0,0.1252,-0.0883
1940,0.5,634.0,Grid1296,0.001,270.0,0.1074,0.0007
1941,0.5,928.0,Sobol2,0.001,287.0,0.1015,-0.0193
1942,0.5,554.0,Grid2401,0.001,131.0,0.1238,-0.0898
1943,0.5,78.0,Grid1296,0.001,158.0,0.1099,-0.0073
1944,0.5,222.0,Grid1296,0.001,162.0,0.1096,0.0018
1945,0.5,222.0,Sobol1,0.001,332.0,0.1003,0.0189
1946,0.5,562.0,Sobol2,0.001,265.0,0.101,0.0001
1947,0.5,35.0,Sobol2,0.001,316.0,0.1039,-0.0452
1948,0.5,294.0,Sobol1,0.001,944.0,0.1011,-0.0094
1949,0.5,78.0,Sobol2,0.001,244.0,0.1023,-0.0256
1950,0.5,180.0,Sobol2,0.001,364.0,0.1027,-0.0233
1951,0.5,222.0,Sobol2,0.001,339.0,0.102,-0.0353
1952,0.5,634.0,Sobol1,0.001,168.0,0.0989,0.0574
1953,0.5,731.0,Sobol1,0.001,264.0,0.1038,-0.0325
1954,0.5,249.0,Grid1296,0.001,173.0,0.1079,0.014
1955,0.5,249.0,Sobol1,0.001,388.0,0.1014,-0.0209
1956,0.5,791.0,Grid1296,0.001,743.0,0.1098,-0.0399
1957,0.5,35.0,Grid1296,0.001,231.0,0.1092,-0.0092
1958,0.5,731.0,Sobol2,0.001,818.0,0.104,-0.0733
1959,0.5,249.0,Sobol2,0.001,585.0,0.1029,-0.0366
1960,0.5,930.0,Grid2401,0.001,173.0,0.122,-0.0732
1961,0.5,78.0,Sobol1,0.001,280.0,0.1009,-0.0208
1962,0.5,78.0,Grid2401,0.001,135.0,0.1235,-0.0997
1963,0.5,222.0,Grid2401,0.001,113.0,0.1228,-0.0586
1964,0.5,725.0,Grid1296,0.001,254.0,0.109,-0.0063
1965,0.5,294.0,Grid2401,0.001,137.0,0.1277,-0.1464
1966,0.5,582.0,Grid1296,0.001,239.0,0.1091,-0.0132
1967,0.5,725.0,Grid2401,0.001,147.0,0.1209,-0.092
1968,0.5,294.0,Sobol2,0.001,361.0,0.1034,-0.0503
1969,0.5,35.0,Grid2401,0.001,151.0,0.1227,-0.0768
1970,0.5,791.0,Sobol2,0.001,413.0,0.1023,-0.012
1971,0.5,731.0,Grid2401,0.001,127.0,0.126,-0.1482
1972,0.5,725.0,Sobol2,0.001,477.0,0.1016,-0.0232
1973,0.5,249.0,Grid2401,0.001,101.0,0.1218,-0.0388
1974,0.5,510.0,Sobol1,0.001,211.0,0.1019,-0.0201
1975,0.5,633.0,Grid2401,0.001,245.0,0.1225,-0.0872
1976,0.5,593.0,Sobol1,0.001,285.0,0.1013,-0.0069
1977,0.5,562.0,Grid1296,0.001,203.0,0.1088,-0.0153
1978,0.5,562.0,Sobol1,0.001,307.0,0.1021,0.0021
1979,0.5,791.0,Grid2401,0.001,108.0,0.1207,-0.0499
1980,0.5,854.0,Sobol2,0.001,437.0,0.105,-0.0629
1981,0.5,593.0,Grid1296,0.001,188.0,0.1075,0.0359
1982,0.5,562.0,Grid2401,0.001,126.0,0.1203,-0.0498
1983,0.5,554.0,Sobol2,0.001,332.0,0.1033,-0.0488
1984,0.5,294.0,Grid1296,0.001,259.0,0.1102,-0.0258
1985,0.5,510.0,Sobol2,0.001,566.0,0.1046,-0.075
1986,0.5,725.0,Sobol1,0.001,396.0,0.1025,-0.0504
1987,0.5,35.0,Sobol1,0.001,534.0,0.1014,-0.0142
1988,0.5,634.0,Sobol2,0.001,418.0,0.1031,-0.0268
1989,0.5,582.0,Sobol1,0.001,273.0,0.0991,0.044
1990,0.5,731.0,Grid1296,0.001,224.0,0.1102,-0.0269
1991,0.5,582.0,Grid2401,0.001,221.0,0.1225,-0.1009
1992,0.5,791.0,Sobol1,0.001,286.0,0.1003,0.0045
1993,0.5,593.0,Sobol2,0.001,416.0,0.1025,-0.0407
1994,0.5,582.0,Sobol2,0.001,399.0,0.1035,-0.041
1995,0.5,180.0,Sobol1,0.001,335.0,0.1029,-0.0387
1996,0.5,180.0,Grid2401,0.001,137.0,0.1183,-0.0381
1997,0.5,510.0,Grid2401,0.001,136.0,0.1233,-0.0656
1998,0.5,593.0,Grid2401,0.001,475.0,0.1263,-0.1668
1999,0.5,634.0,Grid2401,0.001,134.0,0.1244,-0.1061
2000,0.55,678.0,Grid1296,0.001,280.0,0.1041,0.0133
2001,0.55,678.0,Sobol2,0.001,547.0,0.1043,-0.0427
2002,0.55,678.0,Sobol1,0.001,206.0,0.1017,-0.0247
2003,0.55,237.0,Sobol1,0.001,235.0,0.1005,0.0156
2004,0.55,951.0,Sobol1,0.001,443.0,0.1008,0.0082
2005,0.55,490.0,Sobol1,0.001,343.0,0.1004,-0.0357
2006,0.55,877.0,Grid1296,0.001,149.0,0.1058,0.0169
2007,0.55,721.0,Sobol1,0.001,299.0,0.0988,0.0208
2008,0.55,711.0,Sobol1,0.001,396.0,0.1005,-0.0232
2009,0.55,147.0,Grid2401,0.001,100.0,0.1195,-0.0143
2010,0.55,588.0,Sobol2,0.001,565.0,0.103,-0.0644
2011,0.55,395.0,Grid1296,0.001,201.0,0.1059,0.0017
2012,0.55,395.0,Sobol2,0.001,302.0,0.1032,-0.0232
2013,0.55,877.0,Grid2401,0.001,199.0,0.1209,-0.0642
2014,0.55,721.0,Grid2401,0.001,146.0,0.1189,-0.0297
2015,0.55,16.0,Grid1296,0.001,230.0,0.1017,0.0546
2016,0.55,147.0,Grid1296,0.001,196.0,0.1041,0.0472
2017,0.55,297.0,Grid1296,0.001,225.0,0.1055,-0.0069
2018,0.55,711.0,Grid1296,0.001,201.0,0.1068,-0.0302
2019,0.55,561.0,Grid2401,0.001,132.0,0.1217,-0.0914
2020,0.55,395.0,Grid2401,0.001,129.0,0.1195,-0.0546
2021,0.55,721.0,Grid1296,0.001,265.0,0.1045,-0.004
2022,0.55,721.0,Sobol2,0.001,450.0,0.1031,-0.0523
2023,0.55,561.0,Grid1296,0.001,362.0,0.1032,0.0187
2024,0.55,561.0,Sobol1,0.001,371.0,0.1011,-0.0083
2025,0.55,588.0,Grid1296,0.001,174.0,0.1066,-0.02
2026,0.55,171.0,Sobol2,0.001,592.0,0.1037,-0.057
2027,0.55,588.0,Sobol1,0.001,489.0,0.1002,-0.007
2028,0.55,951.0,Grid1296,0.001,232.0,0.1029,0.0548
2029,0.55,490.0,Grid1296,0.001,171.0,0.105,0.0428
2030,0.55,395.0,Sobol1,0.001,442.0,0.1016,-0.0155
2031,0.55,297.0,Sobol1,0.001,413.0,0.1007,-0.016
2032,0.55,711.0,Grid2401,0.001,164.0,0.1209,-0.1063
2033,0.55,16.0,Sobol1,0.001,366.0,0.1002,-0.0254
2034,0.55,147.0,Sobol2,0.001,250.0,0.1026,-0.0142
2035,0.55,147.0,Sobol1,0.001,535.0,0.1019,-0.0376
2036,0.55,877.0,Sobol2,0.001,509.0,0.1025,-0.0482
2037,0.55,985.0,Grid1296,0.001,204.0,0.103,0.0337
2038,0.55,561.0,Sobol2,0.001,459.0,0.103,-0.0518
2039,0.55,237.0,Sobol2,0.001,483.0,0.1029,-0.0446
2040,0.55,588.0,Grid2401,0.001,133.0,0.1204,-0.0437
2041,0.55,951.0,Sobol2,0.001,1000.0,0.1066,-0.0404
2042,0.55,490.0,Sobol2,0.001,535.0,0.1037,-0.0568
2043,0.55,877.0,Sobol1,0.001,259.0,0.0999,-0.0086
2044,0.55,297.0,Sobol2,0.001,491.0,0.1028,-0.0375
2045,0.55,711.0,Sobol2,0.001,259.0,0.1041,-0.0291
2046,0.55,237.0,Grid1296,0.001,306.0,0.1043,0.0107
2047,0.55,75.0,Sobol1,0.001,687.0,0.0998,-0.0166
2048,0.55,951.0,Grid2401,0.001,135.0,0.1213,-0.0555
2049,0.55,490.0,Grid2401,0.001,167.0,0.1218,-0.0911
2050,0.55,669.0,Sobol1,0.001,314.0,0.0985,0.0109
2051,0.55,297.0,Grid2401,0.001,226.0,0.1194,-0.0544
2052,0.55,171.0,Grid2401,0.001,103.0,0.117,-0.0105
2053,0.55,678.0,Grid2401,0.001,215.0,0.1244,-0.1234
2054,0.55,237.0,Grid2401,0.001,148.0,0.124,-0.1445
2055,0.55,985.0,Sobol1,0.001,624.0,0.1015,-0.0253
2056,0.55,171.0,Sobol1,0.001,328.0,0.1016,-0.0255
2057,0.55,75.0,Sobol2,0.001,999.0,0.1062,-0.0458
2058,0.55,75.0,Grid1296,0.001,192.0,0.1073,-0.0041
2059,0.55,985.0,Sobol2,0.001,821.0,0.1042,-0.0772
2060,0.55,985.0,Grid2401,0.001,107.0,0.1192,-0.023
2061,0.55,171.0,Grid1296,0.001,166.0,0.1089,-0.0319
2062,0.55,16.0,Grid2401,0.001,153.0,0.1224,-0.0946
2063,0.55,669.0,Sobol2,0.001,453.0,0.1031,-0.0221
2064,0.55,530.0,Sobol2,0.001,417.0,0.1036,-0.0519
2065,0.55,794.0,Sobol1,0.001,431.0,0.1018,-0.0147
2066,0.55,936.0,Grid2401,0.001,153.0,0.1232,-0.1359
2067,0.55,111.0,Sobol1,0.001,280.0,0.1009,-0.0062
2068,0.55,816.0,Grid2401,0.001,108.0,0.1202,-0.0253
2069,0.55,816.0,Sobol1,0.001,244.0,0.1,0.0309
2070,0.55,968.0,Grid2401,0.001,138.0,0.1209,-0.0945
2071,0.55,986.0,Sobol1,0.001,252.0,0.1026,-0.03
2072,0.55,986.0,Grid2401,0.001,171.0,0.1248,-0.1229
2073,0.55,272.0,Grid1296,0.001,293.0,0.1051,-0.0113
2074,0.55,829.0,Sobol2,0.001,315.0,0.1034,-0.0296
2075,0.55,996.0,Sobol2,0.001,278.0,0.1047,-0.057
2076,0.55,930.0,Grid1296,0.001,171.0,0.1067,-0.0127
2077,0.55,75.0,Grid2401,0.001,141.0,0.1216,-0.0817
2078,0.55,794.0,Grid1296,0.001,363.0,0.1034,0.0301
2079,0.55,390.0,Grid2401,0.001,127.0,0.1226,-0.0934
2080,0.55,936.0,Grid1296,0.001,184.0,0.1089,-0.0202
2081,0.55,111.0,Grid1296,0.001,160.0,0.1057,0.0228
2082,0.55,390.0,Sobol2,0.001,938.0,0.1022,-0.0266
2083,0.55,111.0,Sobol2,0.001,424.0,0.1041,-0.0306
2084,0.55,48.0,Grid1296,0.001,271.0,0.1053,-0.0061
2085,0.55,986.0,Grid1296,0.001,195.0,0.1018,0.0592
2086,0.55,829.0,Grid1296,0.001,213.0,0.1055,-0.0149
2087,0.55,996.0,Grid1296,0.001,259.0,0.1062,-0.0145
2088,0.55,986.0,Sobol2,0.001,639.0,0.1038,-0.0361
2089,0.55,272.0,Sobol1,0.001,348.0,0.1008,-0.0146
2090,0.55,759.0,Sobol1,0.001,259.0,0.1015,-0.0153
2091,0.55,669.0,Grid1296,0.001,162.0,0.106,0.0079
2092,0.55,968.0,Sobol2,0.001,792.0,0.1042,-0.0613
2093,0.55,829.0,Grid2401,0.001,481.0,0.1244,-0.1524
2094,0.55,759.0,Sobol2,0.001,340.0,0.1037,-0.0252
2095,0.55,759.0,Grid2401,0.001,97.0,0.1213,-0.0492
2096,0.55,16.0,Sobol2,0.001,938.0,0.1033,-0.0375
2097,0.55,930.0,Grid2401,0.001,129.0,0.1177,-0.0415
2098,0.55,530.0,Grid2401,0.001,171.0,0.1199,-0.0458
2099,0.55,999.0,Sobol1,0.001,378.0,0.1006,-0.0265
2100,0.55,794.0,Grid2401,0.001,129.0,0.125,-0.1483
2101,0.55,936.0,Sobol1,0.001,488.0,0.1009,-0.0082
2102,0.55,794.0,Sobol2,0.001,382.0,0.1032,-0.0327
2103,0.55,111.0,Grid2401,0.001,180.0,0.1264,-0.137
2104,0.55,930.0,Sobol1,0.001,323.0,0.1025,-0.037
2105,0.55,816.0,Sobol2,0.001,546.0,0.1025,-0.0311
2106,0.55,272.0,Sobol2,0.001,397.0,0.1041,-0.0454
2107,0.55,48.0,Sobol2,0.001,336.0,0.1034,-0.0224
2108,0.55,996.0,Grid2401,0.001,129.0,0.1192,-0.0471
2109,0.55,759.0,Grid1296,0.001,314.0,0.1045,0.0035
2110,0.55,272.0,Grid2401,0.001,156.0,0.123,-0.1227
2111,0.55,633.0,Grid1296,0.001,238.0,0.1045,0.0073
2112,0.55,669.0,Grid2401,0.001,113.0,0.1163,0.0225
2113,0.55,530.0,Grid1296,0.001,227.0,0.1025,0.0244
2114,0.55,999.0,Grid1296,0.001,230.0,0.1046,0.0219
2115,0.55,530.0,Sobol1,0.001,536.0,0.1012,-0.0344
2116,0.55,999.0,Grid2401,0.001,158.0,0.1248,-0.1252
2117,0.55,999.0,Sobol2,0.001,517.0,0.1031,-0.0407
2118,0.55,816.0,Grid1296,0.001,227.0,0.1058,-0.0293
2119,0.55,936.0,Sobol2,0.001,446.0,0.1035,-0.0471
2120,0.55,968.0,Grid1296,0.001,238.0,0.1033,0.0264
2121,0.55,968.0,Sobol1,0.001,378.0,0.1011,-0.0259
2122,0.55,48.0,Grid2401,0.001,145.0,0.1196,-0.0474
2123,0.55,48.0,Sobol1,0.001,939.0,0.1032,-0.0451
2124,0.55,829.0,Sobol1,0.001,304.0,0.1003,-0.0208
2125,0.55,996.0,Sobol1,0.001,230.0,0.1002,0.0246
2126,0.55,390.0,Grid1296,0.001,294.0,0.1054,-0.0211
2127,0.55,390.0,Sobol1,0.001,433.0,0.1017,-0.0337
2128,0.55,928.0,Sobol1,0.001,256.0,0.1011,-0.0241
2129,0.55,294.0,Grid2401,0.001,157.0,0.1235,-0.0838
2130,0.55,791.0,Grid1296,0.001,278.0,0.1063,0.0061
2131,0.55,35.0,Sobol1,0.001,267.0,0.1016,-0.0287
2132,0.55,928.0,Grid2401,0.001,126.0,0.1215,-0.0748
2133,0.55,180.0,Sobol1,0.001,689.0,0.102,-0.0519
2134,0.55,854.0,Grid2401,0.001,149.0,0.1199,-0.0544
2135,0.55,582.0,Grid1296,0.001,291.0,0.1049,0.0036
2136,0.55,731.0,Grid2401,0.001,101.0,0.1166,-0.0222
2137,0.55,249.0,Sobol2,0.001,410.0,0.1037,-0.0414
2138,0.55,562.0,Grid1296,0.001,222.0,0.1039,0.0211
2139,0.55,582.0,Sobol2,0.001,449.0,0.1033,-0.0379
2140,0.55,791.0,Sobol2,0.001,324.0,0.1033,-0.0251
2141,0.55,928.0,Sobol2,0.001,416.0,0.1029,-0.0304
2142,0.55,593.0,Grid1296,0.001,215.0,0.1045,0.0079
2143,0.55,562.0,Sobol1,0.001,288.0,0.1018,0.0019
2144,0.55,294.0,Grid1296,0.001,143.0,0.1126,-0.0548
2145,0.55,222.0,Grid2401,0.001,95.0,0.1195,-0.0732
2146,0.55,249.0,Grid1296,0.001,175.0,0.1068,-0.0102
2147,0.55,791.0,Grid2401,0.001,112.0,0.1166,0.0136
2148,0.55,928.0,Grid1296,0.001,294.0,0.1053,0.0035
2149,0.55,78.0,Grid1296,0.001,249.0,0.1042,0.0258
2150,0.55,554.0,Sobol1,0.001,380.0,0.1013,-0.0348
2151,0.55,854.0,Sobol2,0.001,806.0,0.1047,-0.0646
2152,0.55,78.0,Grid2401,0.001,124.0,0.1178,-0.0161
2153,0.55,222.0,Sobol1,0.001,949.0,0.1005,-0.0072
2154,0.55,731.0,Grid1296,0.001,295.0,0.1058,-0.0067
2155,0.55,35.0,Grid1296,0.001,192.0,0.1069,-0.0214
2156,0.55,593.0,Sobol2,0.001,795.0,0.1027,-0.0453
2157,0.55,633.0,Grid2401,0.001,175.0,0.1213,-0.0828
2158,0.55,222.0,Sobol2,0.001,396.0,0.1011,-0.0175
2159,0.55,249.0,Grid2401,0.001,126.0,0.1259,-0.1721
2160,0.55,510.0,Sobol1,0.001,296.0,0.1017,-0.0222
2161,0.55,554.0,Grid2401,0.001,127.0,0.1231,-0.1022
2162,0.55,180.0,Grid2401,0.001,107.0,0.1176,-0.0225
2163,0.55,222.0,Grid1296,0.001,853.0,0.105,-0.0165
2164,0.55,294.0,Sobol1,0.001,276.0,0.0987,0.0222
2165,0.55,725.0,Sobol1,0.001,465.0,0.1014,-0.0576
2166,0.55,731.0,Sobol1,0.001,275.0,0.1015,-0.021
2167,0.55,791.0,Sobol1,0.001,557.0,0.1009,-0.0122
2168,0.55,633.0,Sobol1,0.001,396.0,0.1006,-0.0422
2169,0.55,180.0,Grid1296,0.001,223.0,0.105,-0.0046
2170,0.55,634.0,Sobol1,0.001,177.0,0.0996,0.0288
2171,0.55,854.0,Grid1296,0.001,183.0,0.1099,-0.054
2172,0.55,554.0,Sobol2,0.001,893.0,0.1035,-0.0421
2173,0.55,562.0,Sobol2,0.001,471.0,0.1019,-0.0396
2174,0.55,725.0,Grid2401,0.001,110.0,0.1251,-0.1049
2175,0.55,294.0,Sobol2,0.001,339.0,0.1031,-0.0483
2176,0.55,35.0,Grid2401,0.001,127.0,0.1171,-0.0289
2177,0.55,930.0,Sobol2,0.001,547.0,0.1033,-0.0452
2178,0.55,554.0,Grid1296,0.001,280.0,0.1057,-0.031
2179,0.55,725.0,Grid1296,0.001,161.0,0.1015,0.0834
2180,0.55,582.0,Grid2401,0.001,111.0,0.1183,-0.0015
2181,0.55,249.0,Sobol1,0.001,468.0,0.1,-0.0123
2182,0.55,35.0,Sobol2,0.001,447.0,0.1042,-0.0414
2183,0.55,633.0,Sobol2,0.001,455.0,0.103,-0.0135
2184,0.55,854.0,Sobol1,0.001,321.0,0.1015,-0.0463
2185,0.55,725.0,Sobol2,0.001,388.0,0.1017,-0.0162
2186,0.55,731.0,Sobol2,0.001,491.0,0.1041,-0.0652
2187,0.55,562.0,Grid2401,0.001,141.0,0.1233,-0.0748
2188,0.55,593.0,Sobol1,0.001,408.0,0.1014,-0.02
2189,0.55,78.0,Sobol1,0.001,325.0,0.1006,-0.0099
2190,0.55,78.0,Sobol2,0.001,332.0,0.1024,-0.0239
2191,0.55,582.0,Sobol1,0.001,944.0,0.1015,-0.0306
2192,0.55,510.0,Grid1296,0.001,214.0,0.1097,-0.0595
2193,0.55,634.0,Grid1296,0.001,224.0,0.1031,0.0225
2194,0.55,510.0,Grid2401,0.001,161.0,0.1192,-0.0715
2195,0.55,593.0,Grid2401,0.001,179.0,0.1195,-0.0643
2196,0.55,180.0,Sobol2,0.001,406.0,0.1026,-0.0161
2197,0.55,634.0,Grid2401,0.001,103.0,0.1166,-0.0316
2198,0.55,510.0,Sobol2,0.001,596.0,0.1046,-0.0758
2199,0.55,634.0,Sobol2,0.001,496.0,0.1032,-0.0192
2200,0.6,490.0,Grid1296,0.001,175.0,0.1067,0.0259
2201,0.6,395.0,Sobol2,0.001,539.0,0.1041,-0.0417
2202,0.6,877.0,Grid1296,0.001,233.0,0.1054,0.0313
2203,0.6,985.0,Sobol1,0.001,278.0,0.1009,-0.008
2204,0.6,16.0,Grid2401,0.001,131.0,0.1183,-0.0573
2205,0.6,147.0,Sobol1,0.001,350.0,0.1005,-0.0191
2206,0.6,75.0,Sobol1,0.001,421.0,0.1007,-0.0495
2207,0.6,561.0,Sobol1,0.001,278.0,0.1002,-0.0034
2208,0.6,877.0,Sobol1,0.001,319.0,0.1025,-0.0364
2209,0.6,711.0,Grid2401,0.001,120.0,0.1237,-0.0934
2210,0.6,999.0,Sobol1,0.001,264.0,0.099,0.0111
2211,0.6,237.0,Grid2401,0.001,140.0,0.116,-0.0185
2212,0.6,711.0,Sobol2,0.001,418.0,0.1043,-0.0256
2213,0.6,75.0,Grid2401,0.001,137.0,0.1231,-0.0968
2214,0.6,588.0,Grid2401,0.001,409.0,0.1201,-0.1048
2215,0.6,490.0,Sobol2,0.001,465.0,0.1048,-0.0516
2216,0.6,721.0,Sobol1,0.001,402.0,0.1015,-0.0255
2217,0.6,711.0,Grid1296,0.001,233.0,0.1083,-0.0153
2218,0.6,147.0,Grid2401,0.001,111.0,0.1188,-0.0497
2219,0.6,588.0,Sobol2,0.001,361.0,0.1037,-0.0529
2220,0.6,951.0,Grid2401,0.001,115.0,0.1208,-0.0589
2221,0.6,395.0,Grid1296,0.001,218.0,0.1105,-0.0429
2222,0.6,297.0,Grid1296,0.001,191.0,0.1085,-0.0177
2223,0.6,721.0,Sobol2,0.001,998.0,0.1062,-0.0525
2224,0.6,171.0,Grid1296,0.001,880.0,0.1083,-0.0241
2225,0.6,147.0,Grid1296,0.001,226.0,0.1079,0.0026
2226,0.6,171.0,Sobol2,0.001,702.0,0.1044,-0.0527
2227,0.6,147.0,Sobol2,0.001,501.0,0.1042,-0.0415
2228,0.6,561.0,Grid2401,0.001,120.0,0.1194,-0.0542
2229,0.6,16.0,Grid1296,0.001,919.0,0.1095,-0.0459
2230,0.6,561.0,Grid1296,0.001,266.0,0.1047,0.0477
2231,0.6,561.0,Sobol2,0.001,739.0,0.1044,-0.0523
2232,0.6,237.0,Grid1296,0.001,212.0,0.1101,-0.0316
2233,0.6,588.0,Grid1296,0.001,936.0,0.1078,-0.0202
2234,0.6,951.0,Grid1296,0.001,390.0,0.106,0.0203
2235,0.6,951.0,Sobol1,0.001,272.0,0.1015,0.0019
2236,0.6,490.0,Grid2401,0.001,108.0,0.115,0.0141
2237,0.6,877.0,Grid2401,0.001,134.0,0.1196,-0.0648
2238,0.6,711.0,Sobol1,0.001,389.0,0.1009,-0.0388
2239,0.6,171.0,Grid2401,0.001,180.0,0.1188,-0.0543
2240,0.6,678.0,Grid2401,0.001,130.0,0.125,-0.1405
2241,0.6,16.0,Sobol1,0.001,447.0,0.0991,-0.0154
2242,0.6,237.0,Sobol1,0.001,234.0,0.1009,0.0186
2243,0.6,237.0,Sobol2,0.001,630.0,0.1045,-0.0604
2244,0.6,588.0,Sobol1,0.001,328.0,0.1012,-0.0246
2245,0.6,951.0,Sobol2,0.001,585.0,0.1041,-0.0462
2246,0.6,395.0,Sobol1,0.001,442.0,0.101,-0.0244
2247,0.6,877.0,Sobol2,0.001,415.0,0.1035,-0.0577
2248,0.6,75.0,Grid1296,0.001,177.0,0.1065,0.035
2249,0.6,75.0,Sobol2,0.001,313.0,0.1052,-0.0463
2250,0.6,678.0,Grid1296,0.001,228.0,0.107,0.009
2251,0.6,297.0,Grid2401,0.001,104.0,0.1173,-0.0125
2252,0.6,985.0,Grid1296,0.001,248.0,0.1028,0.0905
2253,0.6,678.0,Sobol1,0.001,228.0,0.1001,0.0028
2254,0.6,490.0,Sobol1,0.001,401.0,0.1007,-0.0257
2255,0.6,395.0,Grid2401,0.001,446.0,0.1247,-0.1765
2256,0.6,297.0,Sobol1,0.001,300.0,0.1022,-0.0276
2257,0.6,985.0,Sobol2,0.001,331.0,0.105,-0.0551
2258,0.6,678.0,Sobol2,0.001,473.0,0.1056,-0.0472
2259,0.6,297.0,Sobol2,0.001,291.0,0.104,-0.0274
2260,0.6,721.0,Grid2401,0.001,208.0,0.124,-0.111
2261,0.6,985.0,Grid2401,0.001,111.0,0.1205,-0.06
2262,0.6,721.0,Grid1296,0.001,263.0,0.1072,-0.0032
2263,0.6,171.0,Sobol1,0.001,465.0,0.1,0.0051
2264,0.6,390.0,Sobol1,0.001,598.0,0.1009,-0.026
2265,0.6,669.0,Grid1296,0.001,246.0,0.1067,0.0245
2266,0.6,530.0,Grid2401,0.001,238.0,0.1213,-0.1019
2267,0.6,999.0,Grid2401,0.001,116.0,0.1172,-0.0102
2268,0.6,530.0,Sobol2,0.001,571.0,0.1048,-0.0752
2269,0.6,794.0,Grid2401,0.001,101.0,0.1181,-0.0084
2270,0.6,999.0,Sobol2,0.001,468.0,0.103,-0.0258
2271,0.6,111.0,Grid1296,0.001,243.0,0.1062,0.0294
2272,0.6,111.0,Sobol1,0.001,438.0,0.0984,-0.0071
2273,0.6,272.0,Sobol2,0.001,610.0,0.1045,-0.045
2274,0.6,816.0,Sobol1,0.001,253.0,0.1006,0.0188
2275,0.6,968.0,Sobol1,0.001,372.0,0.1001,0.0012
2276,0.6,816.0,Sobol2,0.001,421.0,0.103,-0.0369
2277,0.6,272.0,Grid1296,0.001,182.0,0.107,0.0242
2278,0.6,930.0,Grid1296,0.001,256.0,0.1075,0.0003
2279,0.6,986.0,Grid2401,0.001,137.0,0.1195,-0.0434
2280,0.6,996.0,Grid2401,0.001,99.0,0.1198,-0.0293
2281,0.6,986.0,Sobol2,0.001,446.0,0.1054,-0.0485
2282,0.6,390.0,Grid1296,0.001,250.0,0.1082,-0.0174
2283,0.6,669.0,Grid2401,0.001,130.0,0.1185,-0.036
2284,0.6,968.0,Grid1296,0.001,216.0,0.1086,-0.0351
2285,0.6,48.0,Grid1296,0.001,310.0,0.1062,0.0156
2286,0.6,986.0,Grid1296,0.001,197.0,0.108,-0.0127
2287,0.6,390.0,Sobol2,0.001,363.0,0.1034,-0.0244
2288,0.6,829.0,Grid1296,0.001,190.0,0.107,0.0226
2289,0.6,829.0,Sobol2,0.001,564.0,0.1046,-0.0336
2290,0.6,759.0,Grid1296,0.001,170.0,0.1095,-0.0258
2291,0.6,669.0,Sobol1,0.001,339.0,0.0988,0.0191
2292,0.6,669.0,Sobol2,0.001,465.0,0.1046,-0.0424
2293,0.6,999.0,Grid1296,0.001,182.0,0.1123,-0.0594
2294,0.6,794.0,Grid1296,0.001,199.0,0.1101,-0.0389
2295,0.6,794.0,Sobol1,0.001,297.0,0.1021,-0.0071
2296,0.6,936.0,Grid1296,0.001,247.0,0.1088,-0.0173
2297,0.6,759.0,Sobol1,0.001,172.0,0.1013,-0.0068
2298,0.6,928.0,Sobol2,0.001,296.0,0.1032,-0.0162
2299,0.6,111.0,Grid2401,0.001,139.0,0.1265,-0.1376
2300,0.6,816.0,Grid1296,0.001,190.0,0.1096,-0.0242
2301,0.6,816.0,Grid2401,0.001,168.0,0.1232,-0.1161
2302,0.6,111.0,Sobol2,0.001,448.0,0.1043,-0.0226
2303,0.6,48.0,Grid2401,0.001,102.0,0.1178,-0.066
2304,0.6,930.0,Grid2401,0.001,103.0,0.1256,-0.1057
2305,0.6,968.0,Sobol2,0.001,395.0,0.104,-0.0268
2306,0.6,829.0,Sobol1,0.001,547.0,0.0996,-0.0111
2307,0.6,996.0,Grid1296,0.001,205.0,0.1102,-0.0331
2308,0.6,272.0,Grid2401,0.001,102.0,0.1174,-0.0008
2309,0.6,530.0,Grid1296,0.001,247.0,0.1085,-0.007
2310,0.6,829.0,Grid2401,0.001,147.0,0.1231,-0.1019
2311,0.6,272.0,Sobol1,0.001,344.0,0.1,-0.01
2312,0.6,930.0,Sobol1,0.001,391.0,0.1022,-0.0197
2313,0.6,16.0,Sobol2,0.001,982.0,0.1052,-0.035
2314,0.6,530.0,Sobol1,0.001,246.0,0.1003,-0.0238
2315,0.6,996.0,Sobol2,0.001,963.0,0.1059,-0.0576
2316,0.6,936.0,Grid2401,0.001,108.0,0.1223,-0.1198
2317,0.6,936.0,Sobol1,0.001,313.0,0.1017,-0.0204
2318,0.6,633.0,Grid1296,0.001,297.0,0.1066,0.0155
2319,0.6,794.0,Sobol2,0.001,487.0,0.1038,-0.0385
2320,0.6,759.0,Sobol2,0.001,368.0,0.1017,0.0419
