,ratio,rndint,dataset,rmse,mape,r2
659,0.2,75.0,Sobol2,72.91121319013898,0.09500645161228603,0.3738889646786362
660,0.2,16.0,Grid1296,78.22576216461067,0.09481396563844763,0.40543118767450326
661,0.2,16.0,Grid2401,99.31882185176893,0.1144457704093464,0.08758806071743963
662,0.2,16.0,Sobol1,71.44373874850817,0.09326314726232124,0.42023216279158027
663,0.2,16.0,Sobol2,72.84727196240615,0.0952422820266211,0.3835444255324748
664,0.2,669.0,Grid1296,77.20913202720152,0.09428990966717346,0.416889314684319
665,0.2,669.0,Grid2401,99.0356883003196,0.11442515591925957,0.08773471500108476
666,0.2,669.0,Sobol1,71.88463105363003,0.0939337914056763,0.4226981250077626
667,0.2,669.0,Sobol2,72.47475811396525,0.09445478858622905,0.3878993692376771
668,0.2,530.0,Grid1296,78.21901593502095,0.09511535747959811,0.405547355967914
669,0.2,530.0,Grid2401,99.79156368630505,0.11540082211743796,0.07588340872669996
670,0.2,530.0,Sobol1,71.67184476518612,0.0932265745104515,0.4087482201745687
671,0.2,530.0,Sobol2,72.44418624747767,0.0946544098699156,0.39627904183150464
672,0.2,999.0,Grid1296,78.5676113180903,0.09519077711163422,0.3966452723571857
673,0.2,999.0,Grid2401,98.81285302571341,0.11423604272735668,0.08852397345601704
674,0.2,999.0,Sobol1,71.9089414604879,0.09398944621597985,0.40684403259110324
675,0.2,999.0,Sobol2,72.63758936139673,0.09486434759751093,0.3891506406867491
676,0.2,794.0,Grid1296,77.80865793145605,0.09471701549399628,0.4082543446801997
677,0.2,794.0,Grid2401,99.17417877982928,0.114576756815008,0.08742591145745182
678,0.2,794.0,Sobol1,71.74164111389767,0.09358554877826429,0.4183856115763924
679,0.2,794.0,Sobol2,72.43815725977008,0.09449315306353806,0.39618284089647515
680,0.2,936.0,Grid1296,77.66704030421646,0.09500778108147175,0.4112367421263531
681,0.2,936.0,Grid2401,98.56501325695038,0.11400275528850501,0.09232685612088842
682,0.2,936.0,Sobol1,71.71446834860473,0.09376461201065546,0.4207764532287738
683,0.2,936.0,Sobol2,72.29745699764436,0.09417166650860517,0.3915298438128866
684,0.2,111.0,Grid1296,77.54450978834153,0.09447242129832431,0.41558853524745054
685,0.2,111.0,Grid2401,99.5648725148644,0.1148064548157518,0.08753502629160592
686,0.2,111.0,Sobol1,71.70966405768787,0.09340263555660908,0.41134425057662694
687,0.2,111.0,Sobol2,72.68458539175103,0.09506625192718737,0.39627348186805367
688,0.2,816.0,Grid1296,77.51827995357237,0.09473169815782986,0.4162043291143229
689,0.2,816.0,Grid2401,99.44001974800285,0.1148378542837884,0.07973894117910474
690,0.2,816.0,Sobol1,71.55452239537554,0.09328119987354179,0.412920850579493
691,0.2,816.0,Sobol2,72.8410200442291,0.09525677805897852,0.381488729550585
692,0.2,968.0,Grid1296,77.16011624515363,0.0942353926864082,0.41695147656058573
693,0.2,968.0,Grid2401,99.5455975609634,0.11481474143414645,0.08771408154783289
694,0.2,968.0,Sobol1,71.64201898359,0.09344507659994418,0.40799632132753727
695,0.2,968.0,Sobol2,72.74590414933478,0.09517050022221456,0.3889702324888462
696,0.2,48.0,Grid1296,77.77995781289074,0.09486350341145276,0.41064271224242677
697,0.2,48.0,Grid2401,99.53411721930782,0.11490237002640893,0.081062581299845
698,0.2,48.0,Sobol1,71.43600136027173,0.0932097372222202,0.4192448978348797
699,0.2,48.0,Sobol2,72.15086314168272,0.09437882730944859,0.4026206291002157
700,0.2,986.0,Grid1296,77.34605492934693,0.0948405960882843,0.4157425150376808
701,0.2,986.0,Grid2401,99.31694411762702,0.1146404699660109,0.0816157034665912
702,0.2,986.0,Sobol1,72.01097864761148,0.0940493185566228,0.4017860392393344
703,0.2,986.0,Sobol2,71.91461045641852,0.09416675381184315,0.40963563832556593
704,0.2,829.0,Grid1296,77.65277437493357,0.09493365802810363,0.40993201333068474
705,0.2,829.0,Grid2401,99.69072728805125,0.11505009792573374,0.07521281282489611
706,0.2,829.0,Sobol1,72.20152850654398,0.0944678229622112,0.4032874027125224
707,0.2,829.0,Sobol2,72.42741849598545,0.09486298924325962,0.39532436918849145
708,0.2,996.0,Grid1296,77.35990755743039,0.09482289150904921,0.4172142110935998
709,0.2,996.0,Grid2401,100.14618226986171,0.1154053560927396,0.07373093830494681
710,0.2,996.0,Sobol1,71.5615595690682,0.09347884466303932,0.4214441411503026
711,0.2,996.0,Sobol2,72.37474402494331,0.09452142199030024,0.3915353250140622
712,0.2,272.0,Grid1296,78.30782438526315,0.09502695129119347,0.4042645833351669
713,0.2,272.0,Grid2401,98.77066412806961,0.11410310290430413,0.09282204736321853
714,0.2,272.0,Sobol1,71.56417155528324,0.093328900934596,0.41847846536100763
715,0.2,272.0,Sobol2,72.15900288330536,0.09448433284041644,0.40373453363591394
716,0.2,759.0,Grid1296,78.11215331138386,0.09465178693147049,0.4061972403467361
717,0.2,759.0,Grid2401,98.6344336013547,0.11430235045364509,0.09825173168310097
718,0.2,759.0,Sobol1,71.84846756914706,0.09406974716489722,0.4190645277519186
719,0.2,759.0,Sobol2,72.69927568386167,0.09501758709637544,0.3935326035671328
720,0.2,390.0,Grid1296,78.27822145619875,0.09489089175366579,0.4037663151502622
721,0.2,390.0,Grid2401,98.6748646540464,0.11399076533645856,0.09465347197855234
722,0.2,390.0,Sobol1,71.03485002829848,0.09264821634205565,0.43445262067288093
723,0.2,390.0,Sobol2,72.06989416332804,0.09428088871912911,0.4012975893663824
724,0.2,930.0,Grid1296,78.39353608394687,0.09501236258432859,0.4029765887920268
725,0.2,930.0,Grid2401,99.42537207258933,0.11485677965346337,0.0834028500733468
726,0.2,930.0,Sobol1,71.75178336687603,0.09374317200354408,0.4097292452260457
727,0.2,930.0,Sobol2,72.32338863010115,0.09438514061343287,0.39878936512186314
728,0.2,633.0,Grid1296,76.74303527920107,0.0944760820314509,0.4234788580229737
729,0.2,633.0,Grid2401,99.45429201161001,0.11470591543840086,0.08674714024682872
730,0.2,633.0,Sobol1,71.8697799642424,0.09380485349330596,0.40632271285263954
731,0.2,633.0,Sobol2,72.29626980511055,0.09460265841670018,0.40109923547797255
732,0.2,928.0,Grid1296,78.62439822176646,0.09496680888585521,0.3995972920574472
733,0.2,928.0,Grid2401,98.41578975316841,0.11357536718069544,0.1020455668509086
734,0.2,928.0,Sobol1,71.60809649832255,0.09312475308303532,0.4119395771794545
735,0.2,928.0,Sobol2,72.43324713668976,0.09463867111979542,0.3904371881923141
736,0.2,854.0,Grid1296,77.99563863733412,0.09469795358918749,0.40984788878520084
737,0.2,854.0,Grid2401,99.58361756490746,0.11493913339158751,0.0763651723532186
738,0.2,854.0,Sobol1,72.13630968063276,0.09432412638549983,0.40283484574414663
739,0.2,854.0,Sobol2,72.4533574811236,0.09480140443606339,0.39799502175772383
740,0.2,554.0,Grid1296,77.33103275946095,0.09470820235842485,0.41462746066424006
741,0.2,554.0,Grid2401,99.17408729943982,0.11448928580906713,0.08584763941956786
742,0.2,554.0,Sobol1,71.43694034286321,0.09326876308177605,0.4265028111490847
743,0.2,554.0,Sobol2,72.48711605755125,0.0947355187220005,0.3930084359228395
744,0.2,562.0,Grid1296,77.54645371112639,0.09480080458971903,0.4160348845516504
745,0.2,562.0,Grid2401,99.94356484134912,0.11537191646719161,0.0741352411118148
746,0.2,562.0,Sobol1,71.56778258612465,0.09338319735205135,0.42175991312026895
747,0.2,562.0,Sobol2,72.26103833866101,0.09414867294479394,0.386530325058259
748,0.2,78.0,Grid1296,78.97316259658497,0.0951451928490813,0.39462781846106953
749,0.2,78.0,Grid2401,99.94154214814128,0.11548838356136844,0.07544299000712462
750,0.2,78.0,Sobol1,71.46852911838752,0.0933204820763756,0.41486247137597987
751,0.2,78.0,Sobol2,72.01200698295145,0.09412499624202787,0.40305239582514785
752,0.2,222.0,Grid1296,77.17055733520465,0.09429348814341545,0.41870624531970035
753,0.2,222.0,Grid2401,99.96544711113204,0.115647279630989,0.0764312420907649
754,0.2,222.0,Sobol1,71.29191136657077,0.09265436627156012,0.4156552731075216
755,0.2,222.0,Sobol2,71.9400602206652,0.09375136512922491,0.39808990327848726
756,0.2,294.0,Grid1296,78.15780644651173,0.09465321260290617,0.4055591079374167
757,0.2,294.0,Grid2401,98.64420155764425,0.11391868426008053,0.0990799541053975
758,0.2,294.0,Sobol1,71.38056224362325,0.09320427480875085,0.4163534990370561
759,0.2,294.0,Sobol2,72.05650328848543,0.09417228835684734,0.4083947865559002
760,0.2,725.0,Grid1296,77.60686814545451,0.09467670066296754,0.41144339379736494
761,0.2,725.0,Grid2401,98.83354657401858,0.1143903243569477,0.09269046294413108
762,0.2,725.0,Sobol1,71.66989333550484,0.09347212813341407,0.4077902260667515
763,0.2,725.0,Sobol2,72.39323750583716,0.09463043032153359,0.38919907532507125
764,0.2,582.0,Grid1296,78.0660489114817,0.09490503911843502,0.4058176105685165
765,0.2,582.0,Grid2401,99.49955133510065,0.11485578977292156,0.07868467855139005
766,0.2,582.0,Sobol1,71.95134302231384,0.09410437962871121,0.40864336814857394
767,0.2,582.0,Sobol2,72.60384556753155,0.0947946636379567,0.38995988375738766
768,0.2,731.0,Grid1296,77.32620717537301,0.09422251442807214,0.4143919290767003
769,0.2,731.0,Grid2401,99.61803807958168,0.11522096987065317,0.07156625778878378
770,0.2,731.0,Sobol1,71.75063516047953,0.09395616937861362,0.4194550681286665
771,0.2,731.0,Sobol2,73.23677688063336,0.09578991812728138,0.3800043659147371
772,0.2,249.0,Grid1296,78.11563201893186,0.09463037834201228,0.40795875772546675
773,0.2,249.0,Grid2401,99.34724768577547,0.11468926472747049,0.08623076587193412
774,0.2,249.0,Sobol1,71.63508749289879,0.09355331539506195,0.41959307000810075
775,0.2,249.0,Sobol2,72.29424261899823,0.09456554590800112,0.3991006307124628
776,0.2,791.0,Grid1296,77.62459245724887,0.09464134857232176,0.41266579007707294
777,0.2,791.0,Grid2401,99.45293004717425,0.11479569901868203,0.08183014961444923
778,0.2,791.0,Sobol1,71.59159935180166,0.09354722481346396,0.415852006927368
779,0.2,791.0,Sobol2,72.72462226261418,0.09501962117542244,0.38425939241620055
780,0.2,35.0,Grid1296,77.50573761377939,0.0951956824570957,0.4129460183565853
781,0.2,35.0,Grid2401,98.08998648292771,0.11327159244154411,0.10870453038943173
782,0.2,35.0,Sobol1,71.38278397958578,0.093093765092118,0.4320555205194121
783,0.2,35.0,Sobol2,72.77840348766209,0.09504599949816162,0.3841345560547551
784,0.2,180.0,Grid1296,78.0302598978706,0.0947373220154418,0.40733879183902033
785,0.2,180.0,Grid2401,98.70513599457793,0.11416033260539771,0.09588731510336268
786,0.2,180.0,Sobol1,71.455410229165,0.09309895570138596,0.4153435053775979
787,0.2,180.0,Sobol2,72.30653453090487,0.09451833313972743,0.3982432098686849
788,0.2,510.0,Grid1296,78.17773632381939,0.09497314655075981,0.40682895263391317
789,0.2,510.0,Grid2401,99.53466514061564,0.1148915442788971,0.0829131053309281
790,0.2,510.0,Sobol1,71.55508119454744,0.09348396203921085,0.41428605971237986
791,0.2,510.0,Sobol2,72.46034664394934,0.09445671584069579,0.39771382712476167
792,0.2,593.0,Grid1296,78.43629801138417,0.09523955748188842,0.40322709883327035
793,0.2,593.0,Grid2401,99.19482343643864,0.11438427157085722,0.09101686729421021
794,0.2,593.0,Sobol1,71.83087819875684,0.09357103052595935,0.4138680743236588
795,0.2,593.0,Sobol2,71.93053221020624,0.09386345452277471,0.40677966933037735
796,0.2,634.0,Grid1296,77.40751531218845,0.09470237037569151,0.4162229501652285
797,0.2,634.0,Grid2401,98.52780523002272,0.11394575932242838,0.10290383508376333
798,0.2,634.0,Sobol1,71.6726611320657,0.09348200984518108,0.4249522444779785
799,0.2,634.0,Sobol2,72.07704397358398,0.09420747876724421,0.4054040645205832
800,0.25,678.0,Grid1296,77.08795887590327,0.09439370333762764,0.41524979992266586
801,0.25,678.0,Grid2401,98.42400707709916,0.11316694222882583,0.09569848049171525
802,0.25,678.0,Sobol1,71.81779791509211,0.09414410536627978,0.42637428893789375
803,0.25,678.0,Sobol2,72.33810269406537,0.09437479166173876,0.392578517332542
804,0.25,147.0,Grid1296,78.69404593425445,0.09503076948402431,0.3961498384852794
805,0.25,147.0,Grid2401,98.49674562162691,0.11332941923556258,0.09289597467690225
806,0.25,147.0,Sobol1,71.89085911991019,0.09404299927321166,0.4156293808913143
807,0.25,147.0,Sobol2,72.85964563512907,0.09545624309176196,0.3916675355933824
808,0.25,561.0,Grid1296,76.92060479083503,0.0944992419857611,0.4189301669979819
809,0.25,561.0,Grid2401,99.53233733275609,0.11449097875226964,0.07469486620362453
810,0.25,561.0,Sobol1,72.07114237029734,0.09437710039763406,0.42220610921375235
811,0.25,561.0,Sobol2,73.27611640081885,0.09566876630131885,0.37141677697055564
812,0.25,237.0,Grid1296,78.55772914653944,0.09473676708515626,0.3958211202435633
813,0.25,237.0,Grid2401,100.29847332906984,0.11543650026121838,0.0643152412461534
814,0.25,237.0,Sobol1,71.96961341590071,0.09432700373615685,0.42523712514782885
815,0.25,237.0,Sobol2,72.48403853725993,0.09493434232565683,0.4000169845984286
816,0.25,588.0,Grid1296,76.79847675543131,0.09465990516138258,0.4199938373874267
817,0.25,588.0,Grid2401,98.23916618337311,0.11303661838297085,0.09997880114541924
818,0.25,588.0,Sobol1,72.2588658462401,0.0946536883589566,0.4112335774340937
819,0.25,588.0,Sobol2,72.95300324093007,0.09517989899693888,0.37848503671020584
820,0.25,951.0,Grid1296,77.38841008374463,0.09392556361305505,0.41585858748059024
821,0.25,951.0,Grid2401,99.58917645485873,0.11464453557104194,0.07791161264167346
822,0.25,951.0,Sobol1,72.03208093111229,0.09428944188098887,0.4283844202623103
823,0.25,951.0,Sobol2,72.30824209011742,0.09428031162365623,0.3931310408410048
824,0.25,490.0,Grid1296,77.35523551981717,0.09423995254503735,0.4131493579732707
825,0.25,490.0,Grid2401,98.97497941330913,0.11389783502098949,0.0799038656576343
826,0.25,490.0,Sobol1,71.47303131082732,0.0929628547427592,0.4237711257033411
827,0.25,490.0,Sobol2,72.88987150759108,0.09537967124435016,0.39476060448468475
828,0.25,395.0,Grid1296,77.96160893633763,0.09448760431712028,0.4045383180370976
829,0.25,395.0,Grid2401,98.51151851123974,0.11358249262251086,0.08998735988052575
830,0.25,395.0,Sobol1,71.822990680955,0.09368993896191208,0.4222786748116226
831,0.25,395.0,Sobol2,71.83027794369163,0.09400756461584367,0.4192418045019264
832,0.25,877.0,Grid1296,77.09039169129078,0.09455395909190681,0.4135504588754768
833,0.25,877.0,Grid2401,99.76164517718009,0.11466057065643077,0.06774110881946416
834,0.25,877.0,Sobol1,71.72170071307929,0.0937606129585159,0.41425935820595894
835,0.25,877.0,Sobol2,72.84689901523303,0.09526476573286276,0.38575668048254474
836,0.25,297.0,Grid1296,77.3262698530971,0.0942276189807744,0.41352530624329487
837,0.25,297.0,Grid2401,97.95870197168217,0.11259192951386268,0.10199444746880248
838,0.25,297.0,Sobol1,72.06870695253217,0.09429030168006146,0.40734433909565293
839,0.25,297.0,Sobol2,72.28208454378681,0.09425103685255565,0.3908385020119097
840,0.25,721.0,Grid1296,78.05980113047669,0.09476555174886304,0.40404955781624263
841,0.25,721.0,Grid2401,99.10552156979966,0.11412094271430359,0.08368061199894117
842,0.25,721.0,Sobol1,71.82203658482729,0.09378959436350603,0.41676690375904735
843,0.25,721.0,Sobol2,72.57405875418819,0.09489635666489699,0.4011450131543416
844,0.25,711.0,Grid1296,76.99918507045062,0.09430713451154332,0.419272170535269
845,0.25,711.0,Grid2401,99.16801180236747,0.11387553368827318,0.08297445331702058
846,0.25,711.0,Sobol1,71.78858324154643,0.09372884377178062,0.4204708149943257
847,0.25,711.0,Sobol2,72.49594373943873,0.09461394584349374,0.4032117004672997
848,0.25,985.0,Grid1296,77.38446769170721,0.09431718772281995,0.4136214881874478
849,0.25,985.0,Grid2401,97.75992895266795,0.11228295483663644,0.10922973766703514
850,0.25,985.0,Sobol1,71.92275328098789,0.0940074052233568,0.4191274931623876
851,0.25,985.0,Sobol2,72.43629898234201,0.09453541011695706,0.3993698126752414
852,0.25,171.0,Grid1296,77.90030355853159,0.09458565566834463,0.4063372795526793
853,0.25,171.0,Grid2401,98.31987208265413,0.11323582969591255,0.09844406396001171
854,0.25,171.0,Sobol1,71.80788008738934,0.09381031565021423,0.4243704842972842
855,0.25,171.0,Sobol2,72.63720400335617,0.09485420530013547,0.3987510487519438
856,0.25,75.0,Grid1296,77.71525160384586,0.09451291372276022,0.4053165602517089
857,0.25,75.0,Grid2401,98.8517298902448,0.11420205001057386,0.08384396644519987
858,0.25,75.0,Sobol1,71.48280978063829,0.09328575323932234,0.42364954581923675
859,0.25,75.0,Sobol2,73.07801723566695,0.0954002583735278,0.3782444124883283
860,0.25,16.0,Grid1296,77.75595379556,0.09435063765933846,0.40878420521053094
861,0.25,16.0,Grid2401,98.84512174415075,0.11343974390592032,0.0889889161331483
862,0.25,16.0,Sobol1,71.66439912954414,0.09380625345645877,0.4209745733952053
863,0.25,16.0,Sobol2,73.15687873549892,0.09563646153519252,0.3823001064061857
864,0.25,669.0,Grid1296,77.01413966820641,0.09403292481523823,0.41756503553922186
865,0.25,669.0,Grid2401,98.40309324068974,0.1132485668086838,0.09537538130754208
866,0.25,669.0,Sobol1,71.76301958680152,0.0937721050255128,0.42506183237462636
867,0.25,669.0,Sobol2,72.30117131660336,0.09448381732968045,0.4032628016127183
868,0.25,530.0,Grid1296,77.79924648708395,0.0946065466306621,0.40944260508778996
869,0.25,530.0,Grid2401,99.04976989873552,0.1140659313672437,0.08442169404038502
870,0.25,530.0,Sobol1,71.89832034931679,0.09371919832754562,0.40863640327200956
871,0.25,530.0,Sobol2,72.51934468561059,0.09471168517237459,0.3980515748089224
872,0.25,999.0,Grid1296,78.09512170556653,0.09463904824756093,0.40180424123817304
873,0.25,999.0,Grid2401,98.37933489379056,0.11344280201969652,0.0924947190822637
874,0.25,999.0,Sobol1,71.93950240636654,0.09418002539499888,0.40906693600376853
875,0.25,999.0,Sobol2,73.0427880360871,0.09537808387994125,0.3883304986949637
876,0.25,794.0,Grid1296,78.1798942595086,0.09452157397659366,0.40116048205145727
877,0.25,794.0,Grid2401,98.3863649853877,0.11332331449338841,0.09388446439509857
878,0.25,794.0,Sobol1,72.0994128225275,0.09413426168969173,0.4166658973427002
879,0.25,794.0,Sobol2,72.54327051467904,0.0947472295700752,0.39889580773253475
880,0.25,936.0,Grid1296,77.47532912000648,0.09465707586122779,0.41180597077876124
881,0.25,936.0,Grid2401,97.95768493762448,0.11306548954656416,0.09269250786146754
882,0.25,936.0,Sobol1,71.74268900251234,0.09392350577768385,0.42430737564054755
883,0.25,936.0,Sobol2,72.49719842813258,0.09473514976465057,0.39504603207937494
884,0.25,111.0,Grid1296,77.31494869788973,0.0941516755245048,0.41659184415924566
885,0.25,111.0,Grid2401,98.2506455396111,0.11296804552535847,0.10546765845862449
886,0.25,111.0,Sobol1,71.74494606581725,0.09366775424704234,0.41909749647072314
887,0.25,111.0,Sobol2,72.44233927106768,0.09480957116433877,0.4112267826916063
888,0.25,816.0,Grid1296,77.21571601170392,0.09445198107785477,0.41705088686450054
889,0.25,816.0,Grid2401,98.68382531621724,0.11367733462040233,0.08608302294906478
890,0.25,816.0,Sobol1,71.6774710133927,0.09355788844896354,0.41026437133310445
891,0.25,816.0,Sobol2,72.92313633920458,0.09561456963048498,0.39041550183278984
892,0.25,968.0,Grid1296,76.74188129908866,0.09369336174408066,0.4210958205528581
893,0.25,968.0,Grid2401,98.8149324546621,0.11351197752143664,0.09571582868951267
894,0.25,968.0,Sobol1,71.67187252767295,0.09364470690257379,0.41497551001128075
895,0.25,968.0,Sobol2,72.56847437239082,0.09504965085853957,0.4021363085494396
896,0.25,48.0,Grid1296,77.65725075513959,0.09459615943148743,0.41072223207643077
897,0.25,48.0,Grid2401,98.84247557277341,0.11374368884930593,0.0870992102491126
898,0.25,48.0,Sobol1,71.64930463970514,0.09364663131357767,0.4198872636563309
899,0.25,48.0,Sobol2,72.53703080188725,0.09503730700286149,0.40075503256643363
900,0.25,986.0,Grid1296,77.24594469532623,0.09442394801683343,0.4172819331250911
901,0.25,986.0,Grid2401,98.96331046526176,0.11377218967941961,0.08202126937718357
902,0.25,986.0,Sobol1,71.96891008101261,0.09413344339683218,0.4108256867471496
903,0.25,986.0,Sobol2,72.54092789425393,0.09520851502146913,0.4012055134040676
904,0.25,829.0,Grid1296,77.3031072490147,0.09458392594212114,0.4126847511544628
905,0.25,829.0,Grid2401,99.17635237533736,0.1140615114246745,0.07713128347169096
906,0.25,829.0,Sobol1,72.25418752120973,0.09455773866819504,0.4036680530224105
907,0.25,829.0,Sobol2,72.71362828744408,0.09527815801309433,0.3916585774761533
908,0.25,996.0,Grid1296,77.13379921902238,0.09438048761697378,0.41735738649928256
909,0.25,996.0,Grid2401,99.1382149774243,0.11399574758675868,0.08246330721439021
910,0.25,996.0,Sobol1,71.6727972985392,0.09370713080176428,0.4271256708920744
911,0.25,996.0,Sobol2,72.55613909851306,0.09482930579558554,0.38917233579491906
912,0.25,272.0,Grid1296,78.17648199777062,0.09494581564351856,0.4029177779387517
913,0.25,272.0,Grid2401,97.93793366803493,0.11269626214684782,0.10225822030369736
914,0.25,272.0,Sobol1,71.74647196890106,0.09367214178256693,0.41819243988646004
915,0.25,272.0,Sobol2,72.28460016640808,0.09480165930846499,0.4069803140128744
916,0.25,759.0,Grid1296,78.31194680282827,0.09443143585869286,0.40224445578431955
917,0.25,759.0,Grid2401,98.06253883084617,0.11327938194157564,0.10229549506442792
918,0.25,759.0,Sobol1,71.87465056449568,0.09411843663133745,0.42637219253061365
919,0.25,759.0,Sobol2,72.87067514086894,0.09532124583609405,0.3977766773303266
920,0.25,390.0,Grid1296,78.0898965187924,0.09443736010678717,0.4046852165536098
921,0.25,390.0,Grid2401,97.95915321606945,0.11275305767687152,0.09960245783932409
922,0.25,390.0,Sobol1,70.977822572007,0.09260806404632403,0.4372342849871631
923,0.25,390.0,Sobol2,72.02995283421004,0.09420034578319758,0.4111557414818815
924,0.25,930.0,Grid1296,78.06794940615531,0.09470753654914463,0.40518698703529743
925,0.25,930.0,Grid2401,98.69321262835489,0.11393403411136896,0.08758229975193788
926,0.25,930.0,Sobol1,72.04080126392496,0.09423306999835297,0.4046206080921505
927,0.25,930.0,Sobol2,72.16856271459173,0.09416557001365387,0.4066401903817488
928,0.25,633.0,Grid1296,76.71019939660187,0.09405238179965632,0.42243983902257387
929,0.25,633.0,Grid2401,98.58652267131718,0.11350789082861482,0.09285686908955282
930,0.25,633.0,Sobol1,71.93711244519712,0.09402408430183806,0.40943934031121165
931,0.25,633.0,Sobol2,72.37874673226464,0.09488872212424813,0.41342382369647324
932,0.25,928.0,Grid1296,78.83529185540554,0.09488337146890463,0.39638101698326045
933,0.25,928.0,Grid2401,98.2041724113753,0.11305638300599637,0.09578369642714346
934,0.25,928.0,Sobol1,71.65657702211873,0.09320280765762198,0.4160967734862928
935,0.25,928.0,Sobol2,72.74977435495268,0.09526565141083229,0.387809589134799
936,0.25,854.0,Grid1296,77.61895409852224,0.09433267381982384,0.4125971513323269
937,0.25,854.0,Grid2401,98.9466083076348,0.11379150280685131,0.08060956989008572
938,0.25,854.0,Sobol1,72.31696196383605,0.09465965882351139,0.40431846269601734
939,0.25,854.0,Sobol2,72.60630404311239,0.09508008984005031,0.3989254869000899
940,0.25,554.0,Grid1296,76.98586729001251,0.09446732107314398,0.41752426861309533
941,0.25,554.0,Grid2401,98.5173416701565,0.11334156380829337,0.09190681688704128
942,0.25,554.0,Sobol1,71.60378633215193,0.09358122434881896,0.4262410467147525
943,0.25,554.0,Sobol2,72.61444083369217,0.09509794129643648,0.39490777823603773
944,0.25,562.0,Grid1296,77.09963013585201,0.09449640511362538,0.4202712618833202
945,0.25,562.0,Grid2401,99.2682296844293,0.11415866463901542,0.08256898379649269
946,0.25,562.0,Sobol1,71.74890566594333,0.09371522350499366,0.423745242459025
947,0.25,562.0,Sobol2,72.43210448997087,0.09454359168512182,0.38455672659900597
948,0.25,78.0,Grid1296,79.09052773033841,0.09489655855289164,0.3917903827940763
949,0.25,78.0,Grid2401,99.26184469901042,0.11426159238984812,0.0799061527075623
950,0.25,78.0,Sobol1,71.65056401763337,0.09375188388775031,0.41862506241695285
951,0.25,78.0,Sobol2,72.09539926262916,0.09433988023991544,0.4055879181707265
952,0.25,222.0,Grid1296,76.9688651587377,0.09387297075113937,0.42008267660150456
953,0.25,222.0,Grid2401,99.14168667887967,0.1142878568662925,0.08346118930148516
954,0.25,222.0,Sobol1,71.34994549831646,0.09284673284133213,0.42153996120166126
955,0.25,222.0,Sobol2,72.01071490001682,0.09384679290686539,0.400540079427085
956,0.25,294.0,Grid1296,77.69582508816171,0.0944095619770323,0.409106148521863
957,0.25,294.0,Grid2401,97.85833309486809,0.11263099278416398,0.10556891687057168
958,0.25,294.0,Sobol1,71.57030804897842,0.09353473748852746,0.41841606731413106
959,0.25,294.0,Sobol2,71.84726521174646,0.09405138020775698,0.4214182847855821
960,0.25,725.0,Grid1296,77.37800873010617,0.09443115102241859,0.41142342043429414
961,0.25,725.0,Grid2401,98.31402107226069,0.11344536972113259,0.09804473335894859
962,0.25,725.0,Sobol1,71.92110483592145,0.09394879114283419,0.4118097392000263
963,0.25,725.0,Sobol2,71.96019075374564,0.09421451152219741,0.41168753200925845
964,0.25,582.0,Grid1296,78.07774663350304,0.09476330054435075,0.4032983171838854
965,0.25,582.0,Grid2401,98.2380482213252,0.11301805305556205,0.0927348337033378
966,0.25,582.0,Sobol1,71.95905376359843,0.0941700320554854,0.4117481854867261
967,0.25,582.0,Sobol2,72.75648676846619,0.09499129541647534,0.3910904161588137
968,0.25,731.0,Grid1296,76.90169317573537,0.09398800068530834,0.417892100279347
969,0.25,731.0,Grid2401,98.13824043073402,0.11315857151737559,0.091635328396518
970,0.25,731.0,Sobol1,71.83240877879159,0.09429786555296427,0.4298536340398367
971,0.25,731.0,Sobol2,73.55050967610535,0.0963242586042865,0.3775619978711888
972,0.25,249.0,Grid1296,77.71006733047008,0.09429383542449388,0.4105136489936103
973,0.25,249.0,Grid2401,98.5039510017479,0.1133619762655459,0.09440845554242927
974,0.25,249.0,Sobol1,71.76919785681287,0.09381843918022513,0.4211057351585954
975,0.25,249.0,Sobol2,72.50183242028059,0.09498321882961805,0.3977208678084193
976,0.25,791.0,Grid1296,77.31351803654161,0.09422697925771614,0.41398667962611424
977,0.25,791.0,Grid2401,98.20166461108441,0.113099785674144,0.09807445760703526
978,0.25,791.0,Sobol1,71.73131926462287,0.09384922734609172,0.41742262261237995
979,0.25,791.0,Sobol2,72.6576944417998,0.0950696282347388,0.3929478679731626
980,0.25,35.0,Grid1296,77.14458230854524,0.09481969194222885,0.4156750339275189
981,0.25,35.0,Grid2401,97.28895701248977,0.11193793910773818,0.1147349474329944
982,0.25,35.0,Sobol1,71.47017893030619,0.09323230945263808,0.43456839474505393
983,0.25,35.0,Sobol2,72.73147255266574,0.09516350006398996,0.391687363077341
984,0.25,180.0,Grid1296,77.81101948092139,0.09430760836916946,0.40877470022755225
985,0.25,180.0,Grid2401,98.27071318786729,0.11319164867492704,0.09669505743293438
986,0.25,180.0,Sobol1,71.68251986493631,0.09344981520183591,0.41343397218998235
987,0.25,180.0,Sobol2,72.60983122873729,0.09523379230816033,0.39882541186031073
988,0.25,510.0,Grid1296,77.89606369025913,0.09458855003431461,0.40761832751884575
989,0.25,510.0,Grid2401,99.05149102376542,0.11384991208013735,0.08338457514272402
990,0.25,510.0,Sobol1,71.62262333869053,0.09359835212453516,0.4217599760901577
991,0.25,510.0,Sobol2,72.29120426020782,0.09424081244918131,0.4044333675845767
