,ratio,rndint,dataset,#trees,rmse,mape,r2
6504,0.3,111.0,Grid1296,10.0,39.94422814948483,0.043027592842722374,0.8438595591766211
6505,0.3,111.0,Grid2401,10.0,83.58868149632272,0.08602813574814826,0.3471919304358396
6506,0.3,111.0,Sobol1,10.0,21.58127215478293,0.01872259919572507,0.9486074717109787
6507,0.3,111.0,Sobol2,10.0,21.085865263702363,0.018963986728513578,0.9509725405878795
6508,0.3,111.0,Grid1296,100.0,38.96566260900947,0.04237727457651619,0.8514161985077164
6509,0.3,111.0,Grid2401,100.0,82.5015029659985,0.08505298016191686,0.3640627196487448
6510,0.3,111.0,Sobol1,100.0,21.228136023296923,0.0180443499381816,0.9502755916734478
6511,0.3,111.0,Sobol2,100.0,20.06288661558791,0.017512443276059234,0.9556142694726593
6512,0.3,111.0,Grid1296,250.0,39.01365076533734,0.04240451553388395,0.8510499964285986
6513,0.3,111.0,Grid2401,250.0,82.54751807169185,0.08511285607682892,0.363353135441435
6514,0.3,111.0,Sobol1,250.0,21.1910867359109,0.017968763752394777,0.9504490073946446
6515,0.3,111.0,Sobol2,250.0,19.849877114920382,0.017275435998962658,0.9565517609109009
6516,0.3,111.0,Grid1296,500.0,39.048862713748285,0.04242001137679876,0.85078100408327
6517,0.3,111.0,Grid2401,500.0,82.60245389772271,0.08514585946962037,0.36250546951164775
